modelo,encoder,classificador,teste,batch,value
Modelo2,Kyoto,camera5,camera5,64,0.8445322793148881
Modelo2,Kyoto,camera5,camera5,128,0.9323671497584541
Modelo2,Kyoto,camera5,camera5,256,0.9175450153711023
Modelo2,Kyoto,camera5,camera5,512,0.9244620114185331
Modelo2,Kyoto,camera5,camera5,1024,0.9412604303908652
Modelo2,Kyoto,camera5,camera6,64,0.899343544857768
Modelo2,Kyoto,camera5,camera6,128,0.9495225780783768
Modelo2,Kyoto,camera5,camera6,256,0.9491247264770241
Modelo2,Kyoto,camera5,camera6,512,0.951959419136662
Modelo2,Kyoto,camera5,camera6,1024,0.9552416948478217
Modelo2,Kyoto,camera5,camera7,64,0.7531022070664014
Modelo2,Kyoto,camera5,camera7,128,0.8832054560954816
Modelo2,Kyoto,camera5,camera7,256,0.8778061949417448
Modelo2,Kyoto,camera5,camera7,512,0.8762906128635028
Modelo2,Kyoto,camera5,camera7,1024,0.892914653784219
Modelo2,Kyoto,camera5,camera8,64,0.8919199468526823
Modelo2,Kyoto,camera5,camera8,128,0.9543680451752201
Modelo2,Kyoto,camera5,camera8,256,0.9559043348281017
Modelo2,Kyoto,camera5,camera8,512,0.9556136854343132
Modelo2,Kyoto,camera5,camera8,1024,0.9597242982893207
Modelo2,Kyoto,camera5,camera9,64,0.7879512496143166
Modelo2,Kyoto,camera5,camera9,128,0.9021135452020981
Modelo2,Kyoto,camera5,camera9,256,0.8994137611848195
Modelo2,Kyoto,camera5,camera9,512,0.9066646096883678
Modelo2,Kyoto,camera5,camera9,1024,0.9196235729713051
Modelo2,Kyoto,camera6,PUC,64,0.11679941917340644
Modelo2,Kyoto,camera6,PUC,128,0.09283325043668071
Modelo2,Kyoto,camera6,PUC,256,0.11104065550429845
Modelo2,Kyoto,camera6,PUC,512,0.08960617411125753
Modelo2,Kyoto,camera6,PUC,1024,0.06764838304382365
Modelo2,Kyoto,camera6,UFPR04,64,0.3427623933561974
Modelo2,Kyoto,camera6,UFPR04,128,0.2344415785644776
Modelo2,Kyoto,camera6,UFPR04,256,0.2702587795130523
Modelo2,Kyoto,camera6,UFPR04,512,0.23296769743865914
Modelo2,Kyoto,camera6,UFPR04,1024,0.1516680366202772
Modelo2,Kyoto,camera6,UFPR05,64,0.38191633742497816
Modelo2,Kyoto,camera6,UFPR05,128,0.326651989021926
Modelo2,Kyoto,camera6,UFPR05,256,0.2231806255089423
Modelo2,Kyoto,camera6,UFPR05,512,0.26518080646620623
Modelo2,Kyoto,camera6,UFPR05,1024,0.22173899930633048
Modelo2,Kyoto,camera6,camera1,64,0.7716831053133948
Modelo2,Kyoto,camera6,camera1,128,0.7996818326439707
Modelo2,Kyoto,camera6,camera1,256,0.7595927457842825
Modelo2,Kyoto,camera6,camera1,512,0.7790645879732739
Modelo2,Kyoto,camera6,camera1,1024,0.8274260260897232
Modelo2,Kyoto,camera6,camera2,64,0.8901098901098901
Modelo2,Kyoto,camera6,camera2,128,0.884004884004884
Modelo2,Kyoto,camera6,camera2,256,0.8581196581196581
Modelo2,Kyoto,camera6,camera2,512,0.8742368742368742
Modelo2,Kyoto,camera6,camera2,1024,0.9142857142857143
Modelo2,Kyoto,camera6,camera3,64,0.9096188364481047
Modelo2,Kyoto,camera6,camera3,128,0.9094076655052264
Modelo2,Kyoto,camera6,camera3,256,0.8839615668883961
Modelo2,Kyoto,camera6,camera3,512,0.8951536268609439
Modelo2,Kyoto,camera6,camera3,1024,0.9213388237778481
Modelo2,Kyoto,camera6,camera4,64,0.925796332046332
Modelo2,Kyoto,camera6,camera4,128,0.9123431467181468
Modelo2,Kyoto,camera6,camera4,256,0.9162041505791506
Modelo2,Kyoto,camera6,camera4,512,0.9197031853281853
Modelo2,Kyoto,camera6,camera4,1024,0.9452220077220077
Modelo2,Kyoto,camera6,camera5,64,0.8754678951914772
Modelo2,Kyoto,camera6,camera5,128,0.8835300892600058
Modelo2,Kyoto,camera6,camera5,256,0.8913523370764949
Modelo2,Kyoto,camera6,camera5,512,0.8996544773970631
Modelo2,Kyoto,camera6,camera5,1024,0.9311354256646511
Modelo2,Kyoto,camera6,camera6,64,0.9153207198892478
Modelo2,Kyoto,camera6,camera6,128,0.9152053530226119
Modelo2,Kyoto,camera6,camera6,256,0.9258191047531149
Modelo2,Kyoto,camera6,camera6,512,0.9300876788186433
Modelo2,Kyoto,camera6,camera6,1024,0.9548915551453623
Modelo2,Kyoto,camera6,camera7,64,0.7881026806858009
Modelo2,Kyoto,camera6,camera7,128,0.8344226579520697
Modelo2,Kyoto,camera6,camera7,256,0.8070000947238799
Modelo2,Kyoto,camera6,camera7,512,0.8240030311641565
Modelo2,Kyoto,camera6,camera7,1024,0.8770010419626788
Modelo2,Kyoto,camera6,camera8,64,0.9062863311742235
Modelo2,Kyoto,camera6,camera8,128,0.924804849692742
Modelo2,Kyoto,camera6,camera8,256,0.9190333831589437
Modelo2,Kyoto,camera6,camera8,512,0.9241820295631955
Modelo2,Kyoto,camera6,camera8,1024,0.9480983225377844
Modelo2,Kyoto,camera6,camera9,64,0.8192687442147485
Modelo2,Kyoto,camera6,camera9,128,0.8709503239740821
Modelo2,Kyoto,camera6,camera9,256,0.8650107991360692
Modelo2,Kyoto,camera6,camera9,512,0.8728016044430731
Modelo2,Kyoto,camera6,camera9,1024,0.8893088552915767
Modelo2,Kyoto,camera7,PUC,64,0.09642570063386474
Modelo2,Kyoto,camera7,PUC,128,0.11155925067712029
Modelo2,Kyoto,camera7,PUC,256,0.12006892601296959
Modelo2,Kyoto,camera7,PUC,512,0.08616930246592004
Modelo2,Kyoto,camera7,PUC,1024,0.088050388592792
Modelo2,Kyoto,camera7,UFPR04,64,0.24318093780410607
Modelo2,Kyoto,camera7,UFPR04,128,0.14418525551996825
Modelo2,Kyoto,camera7,UFPR04,256,0.16179624538231155
Modelo2,Kyoto,camera7,UFPR04,512,0.14733142484623452
Modelo2,Kyoto,camera7,UFPR04,1024,0.10432432943132754
Modelo2,Kyoto,camera7,UFPR05,64,0.24972705612691137
Modelo2,Kyoto,camera7,UFPR05,128,0.20504870766354014
Modelo2,Kyoto,camera7,UFPR05,256,0.214470549205296
Modelo2,Kyoto,camera7,UFPR05,512,0.17700033175498386
Modelo2,Kyoto,camera7,UFPR05,1024,0.18853937328467593
Modelo2,Kyoto,camera7,camera1,64,0.8592427616926503
Modelo2,Kyoto,camera7,camera1,128,0.8703786191536749
Modelo2,Kyoto,camera7,camera1,256,0.8904867960547248
Modelo2,Kyoto,camera7,camera1,512,0.8828507795100222
Modelo2,Kyoto,camera7,camera1,1024,0.9002863506204264
Modelo2,Kyoto,camera7,camera2,64,0.9252747252747253
Modelo2,Kyoto,camera7,camera2,128,0.9282051282051282
Modelo2,Kyoto,camera7,camera2,256,0.9316239316239316
Modelo2,Kyoto,camera7,camera2,512,0.9299145299145299
Modelo2,Kyoto,camera7,camera2,1024,0.9418803418803419
Modelo2,Kyoto,camera7,camera3,64,0.9340090803505438
Modelo2,Kyoto,camera7,camera3,128,0.9468905078661176
Modelo2,Kyoto,camera7,camera3,256,0.9502692429521697
Modelo2,Kyoto,camera7,camera3,512,0.9479463625805089
Modelo2,Kyoto,camera7,camera3,1024,0.9558652729384437
Modelo2,Kyoto,camera7,camera4,64,0.9373793436293436
Modelo2,Kyoto,camera7,camera4,128,0.9393701737451737
Modelo2,Kyoto,camera7,camera4,256,0.9523407335907336
Modelo2,Kyoto,camera7,camera4,512,0.9511341698841699
Modelo2,Kyoto,camera7,camera4,1024,0.9639237451737451
Modelo2,Kyoto,camera7,camera5,64,0.9195220270659372
Modelo2,Kyoto,camera7,camera5,128,0.9179383818024762
Modelo2,Kyoto,camera7,camera5,256,0.9343986946923889
Modelo2,Kyoto,camera7,camera5,512,0.9426048565121413
Modelo2,Kyoto,camera7,camera5,1024,0.959017180151646
Modelo2,Kyoto,camera7,camera6,64,0.9324149592202109
Modelo2,Kyoto,camera7,camera6,128,0.9415158146011537
Modelo2,Kyoto,camera7,camera6,256,0.9514621046349712
Modelo2,Kyoto,camera7,camera6,512,0.9503680127312513
Modelo2,Kyoto,camera7,camera6,1024,0.9643922816789338
Modelo2,Kyoto,camera7,camera7,64,0.9009538598047915
Modelo2,Kyoto,camera7,camera7,128,0.9155944986690329
Modelo2,Kyoto,camera7,camera7,256,0.9193655723158829
Modelo2,Kyoto,camera7,camera7,512,0.9157054125998225
Modelo2,Kyoto,camera7,camera7,1024,0.9335625554569654
Modelo2,Kyoto,camera7,camera8,64,0.9418285999003487
Modelo2,Kyoto,camera7,camera8,128,0.9523334994187012
Modelo2,Kyoto,camera7,camera8,256,0.9581880086364392
Modelo2,Kyoto,camera7,camera8,512,0.9584371366882578
Modelo2,Kyoto,camera7,camera8,1024,0.9688174721807009
Modelo2,Kyoto,camera7,camera9,64,0.8864547979018821
Modelo2,Kyoto,camera7,camera9,128,0.9109842641160136
Modelo2,Kyoto,camera7,camera9,256,0.923788954026535
Modelo2,Kyoto,camera7,camera9,512,0.9247917309472385
Modelo2,Kyoto,camera7,camera9,1024,0.933585313174946
Modelo2,Kyoto,camera8,PUC,64,0.1589376342159666
Modelo2,Kyoto,camera8,PUC,128,0.11186805053002784
Modelo2,Kyoto,camera8,PUC,256,0.12755084000631745
Modelo2,Kyoto,camera8,PUC,512,0.07903626158883417
Modelo2,Kyoto,camera8,PUC,1024,0.07400588841246232
Modelo2,Kyoto,camera8,UFPR04,64,0.289381442324953
Modelo2,Kyoto,camera8,UFPR04,128,0.1796812259667621
Modelo2,Kyoto,camera8,UFPR04,256,0.17141426452387026
Modelo2,Kyoto,camera8,UFPR04,512,0.2237653883582287
Modelo2,Kyoto,camera8,UFPR04,1024,0.17934109955311167
Modelo2,Kyoto,camera8,UFPR05,64,0.2340139337093223
Modelo2,Kyoto,camera8,UFPR05,128,0.1777301927194861
Modelo2,Kyoto,camera8,UFPR05,256,0.233965678438942
Modelo2,Kyoto,camera8,UFPR05,512,0.19537955786108513
Modelo2,Kyoto,camera8,UFPR05,1024,0.18464276020146575
Modelo2,Kyoto,camera8,camera1,64,0.7466751511294941
Modelo2,Kyoto,camera8,camera1,128,0.8563792554883869
Modelo2,Kyoto,camera8,camera1,256,0.8290804963410754
Modelo2,Kyoto,camera8,camera1,512,0.8108813235762011
Modelo2,Kyoto,camera8,camera1,1024,0.7981546293350302
Modelo2,Kyoto,camera8,camera2,64,0.8549450549450549
Modelo2,Kyoto,camera8,camera2,128,0.9347985347985348
Modelo2,Kyoto,camera8,camera2,256,0.9098901098901099
Modelo2,Kyoto,camera8,camera2,512,0.9067155067155067
Modelo2,Kyoto,camera8,camera2,1024,0.8837606837606837
Modelo2,Kyoto,camera8,camera3,64,0.8776264386020484
Modelo2,Kyoto,camera8,camera3,128,0.9547038327526133
Modelo2,Kyoto,camera8,camera3,256,0.9381269137366698
Modelo2,Kyoto,camera8,camera3,512,0.9310526871502481
Modelo2,Kyoto,camera8,camera3,1024,0.9234505332066307
Modelo2,Kyoto,camera8,camera4,64,0.9008807915057915
Modelo2,Kyoto,camera8,camera4,128,0.9542109073359073
Modelo2,Kyoto,camera8,camera4,256,0.9343629343629344
Modelo2,Kyoto,camera8,camera4,512,0.9329753861003861
Modelo2,Kyoto,camera8,camera4,1024,0.924167471042471
Modelo2,Kyoto,camera8,camera5,64,0.8579518187925904
Modelo2,Kyoto,camera8,camera5,128,0.9302236299069009
Modelo2,Kyoto,camera8,camera5,256,0.8992225741433919
Modelo2,Kyoto,camera8,camera5,512,0.8952394663595354
Modelo2,Kyoto,camera8,camera5,1024,0.8978308858815626
Modelo2,Kyoto,camera8,camera6,64,0.9052615874278894
Modelo2,Kyoto,camera8,camera6,128,0.9501690869305749
Modelo2,Kyoto,camera8,camera6,256,0.9346031430276507
Modelo2,Kyoto,camera8,camera6,512,0.9382832703401631
Modelo2,Kyoto,camera8,camera6,1024,0.938183807439825
Modelo2,Kyoto,camera8,camera7,64,0.7908970351425595
Modelo2,Kyoto,camera8,camera7,128,0.8862366202519655
Modelo2,Kyoto,camera8,camera7,256,0.8594297622430614
Modelo2,Kyoto,camera8,camera7,512,0.8501468220138297
Modelo2,Kyoto,camera8,camera7,1024,0.8620820308799848
Modelo2,Kyoto,camera8,camera8,64,0.9171489197530864
Modelo2,Kyoto,camera8,camera8,128,0.9611304012345679
Modelo2,Kyoto,camera8,camera8,256,0.9535108024691358
Modelo2,Kyoto,camera8,camera8,512,0.9530285493827161
Modelo2,Kyoto,camera8,camera8,1024,0.9549575617283951
Modelo2,Kyoto,camera8,camera9,64,0.8323048441838938
Modelo2,Kyoto,camera8,camera9,128,0.9019592718296822
Modelo2,Kyoto,camera8,camera9,256,0.9018049984572662
Modelo2,Kyoto,camera8,camera9,512,0.8882289416846653
Modelo2,Kyoto,camera8,camera9,1024,0.8903116322122802
Modelo2,Kyoto,camera9,PUC,64,0.14432975109788956
Modelo2,Kyoto,camera9,PUC,128,0.10620593414312755
Modelo2,Kyoto,camera9,PUC,256,0.11534263818793418
Modelo2,Kyoto,camera9,PUC,512,0.07932384618467174
Modelo2,Kyoto,camera9,PUC,1024,0.1622755013283108
Modelo2,Kyoto,camera9,UFPR04,64,0.3017015768638455
Modelo2,Kyoto,camera9,UFPR04,128,0.2586094498455259
Modelo2,Kyoto,camera9,UFPR04,256,0.16382755590827924
Modelo2,Kyoto,camera9,UFPR04,512,0.1673705393838043
Modelo2,Kyoto,camera9,UFPR04,1024,0.14461041353703127
Modelo2,Kyoto,camera9,UFPR05,64,0.2912869077419549
Modelo2,Kyoto,camera9,UFPR05,128,0.20922882046023464
Modelo2,Kyoto,camera9,UFPR05,256,0.11217540790783244
Modelo2,Kyoto,camera9,UFPR05,512,0.0977470820641192
Modelo2,Kyoto,camera9,UFPR05,1024,0.18925717043158308
Modelo2,Kyoto,camera9,camera1,64,0.8320076360165447
Modelo2,Kyoto,camera9,camera1,128,0.8240534521158129
Modelo2,Kyoto,camera9,camera1,256,0.8524339802736239
Modelo2,Kyoto,camera9,camera1,512,0.8411708558701877
Modelo2,Kyoto,camera9,camera1,1024,0.9020044543429844
Modelo2,Kyoto,camera9,camera2,64,0.8930402930402931
Modelo2,Kyoto,camera9,camera2,128,0.905006105006105
Modelo2,Kyoto,camera9,camera2,256,0.9174603174603174
Modelo2,Kyoto,camera9,camera2,512,0.9326007326007326
Modelo2,Kyoto,camera9,camera2,1024,0.9540903540903541
Modelo2,Kyoto,camera9,camera3,64,0.9292577341357829
Modelo2,Kyoto,camera9,camera3,128,0.9379157427937915
Modelo2,Kyoto,camera9,camera3,256,0.9481575335233872
Modelo2,Kyoto,camera9,camera3,512,0.9453067257945307
Modelo2,Kyoto,camera9,camera3,1024,0.9477351916376306
Modelo2,Kyoto,camera9,camera4,64,0.9393701737451737
Modelo2,Kyoto,camera9,camera4,128,0.9266409266409267
Modelo2,Kyoto,camera9,camera4,256,0.9493243243243243
Modelo2,Kyoto,camera9,camera4,512,0.951496138996139
Modelo2,Kyoto,camera9,camera4,1024,0.9653716216216216
Modelo2,Kyoto,camera9,camera5,64,0.8956713696132066
Modelo2,Kyoto,camera9,camera5,128,0.8887129283040599
Modelo2,Kyoto,camera9,camera5,256,0.9081965639696707
Modelo2,Kyoto,camera9,camera5,512,0.9139072847682119
Modelo2,Kyoto,camera9,camera5,1024,0.9365582109607448
Modelo2,Kyoto,camera9,camera6,64,0.9205291426297991
Modelo2,Kyoto,camera9,camera6,128,0.9254028247463696
Modelo2,Kyoto,camera9,camera6,256,0.9449970161129898
Modelo2,Kyoto,camera9,camera6,512,0.945643524965188
Modelo2,Kyoto,camera9,camera6,1024,0.9604634971155759
Modelo2,Kyoto,camera9,camera7,64,0.8344700198920147
Modelo2,Kyoto,camera9,camera7,128,0.8320545609548167
Modelo2,Kyoto,camera9,camera7,256,0.8656815383158094
Modelo2,Kyoto,camera9,camera7,512,0.8563038742066875
Modelo2,Kyoto,camera9,camera7,1024,0.90153452685422
Modelo2,Kyoto,camera9,camera8,64,0.930119581464873
Modelo2,Kyoto,camera9,camera8,128,0.9364723467862481
Modelo2,Kyoto,camera9,camera8,256,0.9515445939212755
Modelo2,Kyoto,camera9,camera8,512,0.9516276366052151
Modelo2,Kyoto,camera9,camera8,1024,0.9622155788075071
Modelo2,Kyoto,camera9,camera9,64,0.9087078651685393
Modelo2,Kyoto,camera9,camera9,128,0.9173354735152488
Modelo2,Kyoto,camera9,camera9,256,0.9279695024077047
Modelo2,Kyoto,camera9,camera9,512,0.9351926163723917
Modelo2,Kyoto,camera9,camera9,1024,0.9518459069020867
Modelo2,PKLot,camera1,camera1,64,0.9222130470685383
Modelo2,PKLot,camera1,camera1,128,0.9352601156069364
Modelo2,PKLot,camera1,camera1,256,0.922708505367465
Modelo2,PKLot,camera1,camera1,512,0.9430222956234517
Modelo2,PKLot,camera1,camera1,1024,0.9535920726672171
Modelo2,PKLot,camera1,camera2,64,0.9409035409035409
Modelo2,PKLot,camera1,camera2,128,0.946031746031746
Modelo2,PKLot,camera1,camera2,256,0.944078144078144
Modelo2,PKLot,camera1,camera2,512,0.9577533577533578
Modelo2,PKLot,camera1,camera2,1024,0.9643467643467644
Modelo2,PKLot,camera1,camera3,64,0.9384436701509872
Modelo2,PKLot,camera1,camera3,128,0.9421391616513568
Modelo2,PKLot,camera1,camera3,256,0.9352761060078133
Modelo2,PKLot,camera1,camera3,512,0.9502692429521697
Modelo2,PKLot,camera1,camera3,1024,0.9589272516101784
Modelo2,PKLot,camera1,camera4,64,0.9508928571428571
Modelo2,PKLot,camera1,camera4,128,0.9597611003861004
Modelo2,PKLot,camera1,camera4,256,0.957347972972973
Modelo2,PKLot,camera1,camera4,512,0.9609676640926641
Modelo2,PKLot,camera1,camera4,1024,0.9585545366795367
Modelo2,PKLot,camera1,camera5,64,0.9282080813897687
Modelo2,PKLot,camera1,camera5,128,0.943276706017852
Modelo2,PKLot,camera1,camera5,256,0.9339667914387177
Modelo2,PKLot,camera1,camera5,512,0.9415011037527594
Modelo2,PKLot,camera1,camera5,1024,0.9500431903253671
Modelo2,PKLot,camera1,camera6,64,0.9420628605530137
Modelo2,PKLot,camera1,camera6,128,0.9408693057489557
Modelo2,PKLot,camera1,camera6,256,0.9383827332405013
Modelo2,PKLot,camera1,camera6,512,0.9467376168689079
Modelo2,PKLot,camera1,camera6,1024,0.9563855182017108
Modelo2,PKLot,camera1,camera7,64,0.8588614189637207
Modelo2,PKLot,camera1,camera7,128,0.8829212844558113
Modelo2,PKLot,camera1,camera7,256,0.881926683716965
Modelo2,PKLot,camera1,camera7,512,0.8786113479208109
Modelo2,PKLot,camera1,camera7,1024,0.9018186984938903
Modelo2,PKLot,camera1,camera8,64,0.9360156120245806
Modelo2,PKLot,camera1,camera8,128,0.9376349443614017
Modelo2,PKLot,camera1,camera8,256,0.9435309749211095
Modelo2,PKLot,camera1,camera8,512,0.9456070420195981
Modelo2,PKLot,camera1,camera8,1024,0.9526656701544594
Modelo2,PKLot,camera1,camera9,64,0.8992594878124036
Modelo2,PKLot,camera1,camera9,128,0.906278926257328
Modelo2,PKLot,camera1,camera9,256,0.9058932428262881
Modelo2,PKLot,camera1,camera9,512,0.8990280777537797
Modelo2,PKLot,camera1,camera9,1024,0.9073588398642395
Modelo2,PKLot,camera2,camera1,64,0.6591791282214445
Modelo2,PKLot,camera2,camera1,128,0.8677696468342349
Modelo2,PKLot,camera2,camera1,256,0.855042952593064
Modelo2,PKLot,camera2,camera1,512,0.8706967865097041
Modelo2,PKLot,camera2,camera1,1024,0.8841870824053452
Modelo2,PKLot,camera2,camera2,64,0.9342403628117913
Modelo2,PKLot,camera2,camera2,128,0.9784580498866213
Modelo2,PKLot,camera2,camera2,256,0.9761904761904762
Modelo2,PKLot,camera2,camera2,512,0.9784580498866213
Modelo2,PKLot,camera2,camera2,1024,0.9784580498866213
Modelo2,PKLot,camera2,camera3,64,0.8360257628550312
Modelo2,PKLot,camera2,camera3,128,0.9452011403230915
Modelo2,PKLot,camera2,camera3,256,0.9401330376940134
Modelo2,PKLot,camera2,camera3,512,0.952803294266709
Modelo2,PKLot,camera2,camera3,1024,0.9537535635096611
Modelo2,PKLot,camera2,camera4,64,0.8413368725868726
Modelo2,PKLot,camera2,camera4,128,0.9524010617760618
Modelo2,PKLot,camera2,camera4,256,0.9365950772200772
Modelo2,PKLot,camera2,camera4,512,0.9534869691119691
Modelo2,PKLot,camera2,camera4,1024,0.9543918918918919
Modelo2,PKLot,camera2,camera5,64,0.7724829638161052
Modelo2,PKLot,camera2,camera5,128,0.9236491026010174
Modelo2,PKLot,camera2,camera5,256,0.901238122660524
Modelo2,PKLot,camera2,camera5,512,0.9246088876091756
Modelo2,PKLot,camera2,camera5,1024,0.9292638448987427
Modelo2,PKLot,camera2,camera6,64,0.7992341356673961
Modelo2,PKLot,camera2,camera6,128,0.9321165705191964
Modelo2,PKLot,camera2,camera6,256,0.9246071215436642
Modelo2,PKLot,camera2,camera6,512,0.9425104436045355
Modelo2,PKLot,camera2,camera6,1024,0.941665008951661
Modelo2,PKLot,camera2,camera7,64,0.6687505920242494
Modelo2,PKLot,camera2,camera7,128,0.8627924599791608
Modelo2,PKLot,camera2,camera7,256,0.855072463768116
Modelo2,PKLot,camera2,camera7,512,0.8759117173439424
Modelo2,PKLot,camera2,camera7,1024,0.8899782135076253
Modelo2,PKLot,camera2,camera8,64,0.7960056469025079
Modelo2,PKLot,camera2,camera8,128,0.9331921607706362
Modelo2,PKLot,camera2,camera8,256,0.9254276698222886
Modelo2,PKLot,camera2,camera8,512,0.9444029231024746
Modelo2,PKLot,camera2,camera8,1024,0.941787078558379
Modelo2,PKLot,camera2,camera9,64,0.7009410675717371
Modelo2,PKLot,camera2,camera9,128,0.8927800061709349
Modelo2,PKLot,camera2,camera9,256,0.8950169700709657
Modelo2,PKLot,camera2,camera9,512,0.9141468682505399
Modelo2,PKLot,camera2,camera9,1024,0.92170626349892
Modelo2,PKLot,camera3,camera1,64,0.7769646834234808
Modelo2,PKLot,camera3,camera1,128,0.8599427298759147
Modelo2,PKLot,camera3,camera1,256,0.8652243079860006
Modelo2,PKLot,camera3,camera1,512,0.8012090359529113
Modelo2,PKLot,camera3,camera1,1024,0.8268533248488705
Modelo2,PKLot,camera3,camera2,64,0.881074481074481
Modelo2,PKLot,camera3,camera2,128,0.8971916971916972
Modelo2,PKLot,camera3,camera2,256,0.9240537240537241
Modelo2,PKLot,camera3,camera2,512,0.9133089133089133
Modelo2,PKLot,camera3,camera2,1024,0.9484737484737484
Modelo2,PKLot,camera3,camera3,64,0.9465437788018434
Modelo2,PKLot,camera3,camera3,128,0.9625192012288787
Modelo2,PKLot,camera3,camera3,256,0.9637480798771121
Modelo2,PKLot,camera3,camera3,512,0.9622119815668203
Modelo2,PKLot,camera3,camera3,1024,0.9643625192012288
Modelo2,PKLot,camera3,camera4,64,0.927726833976834
Modelo2,PKLot,camera3,camera4,128,0.9479971042471043
Modelo2,PKLot,camera3,camera4,256,0.9525217181467182
Modelo2,PKLot,camera3,camera4,512,0.9392495173745173
Modelo2,PKLot,camera3,camera4,1024,0.944980694980695
Modelo2,PKLot,camera3,camera5,64,0.8999904021499184
Modelo2,PKLot,camera3,camera5,128,0.9215375755830694
Modelo2,PKLot,camera3,camera5,256,0.9172665322967656
Modelo2,PKLot,camera3,camera5,512,0.8986467031384969
Modelo2,PKLot,camera3,camera5,1024,0.9008542086572607
Modelo2,PKLot,camera3,camera6,64,0.9149094887606922
Modelo2,PKLot,camera3,camera6,128,0.9367415953849214
Modelo2,PKLot,camera3,camera6,256,0.9446986274119753
Modelo2,PKLot,camera3,camera6,512,0.9321165705191964
Modelo2,PKLot,camera3,camera6,1024,0.9374875671374577
Modelo2,PKLot,camera3,camera7,64,0.8185090461305295
Modelo2,PKLot,camera3,camera7,128,0.8716491427488869
Modelo2,PKLot,camera3,camera7,256,0.8809794449180638
Modelo2,PKLot,camera3,camera7,512,0.8310125982760254
Modelo2,PKLot,camera3,camera7,1024,0.8592403144832812
Modelo2,PKLot,camera3,camera8,64,0.9205696728118252
Modelo2,PKLot,camera3,camera8,128,0.9417040358744395
Modelo2,PKLot,camera3,camera8,256,0.938880584620495
Modelo2,PKLot,camera3,camera8,512,0.9295798040192659
Modelo2,PKLot,camera3,camera8,1024,0.9365553894701877
Modelo2,PKLot,camera3,camera9,64,0.8466522678185745
Modelo2,PKLot,camera3,camera9,128,0.904273372415921
Modelo2,PKLot,camera3,camera9,256,0.9164609688367787
Modelo2,PKLot,camera3,camera9,512,0.8822122801604443
Modelo2,PKLot,camera3,camera9,1024,0.8978710274606603
Modelo2,PKLot,camera4,camera1,64,0.765956092904868
Modelo2,PKLot,camera4,camera1,128,0.7699650015908368
Modelo2,PKLot,camera4,camera1,256,0.8147629653197582
Modelo2,PKLot,camera4,camera1,512,0.7912185809735921
Modelo2,PKLot,camera4,camera1,1024,0.8262169901368119
Modelo2,PKLot,camera4,camera2,64,0.8778998778998779
Modelo2,PKLot,camera4,camera2,128,0.9142857142857143
Modelo2,PKLot,camera4,camera2,256,0.9382173382173382
Modelo2,PKLot,camera4,camera2,512,0.9421245421245421
Modelo2,PKLot,camera4,camera2,1024,0.9433455433455433
Modelo2,PKLot,camera4,camera3,64,0.8604160067574702
Modelo2,PKLot,camera4,camera3,128,0.8882905712174005
Modelo2,PKLot,camera4,camera3,256,0.9361207897793263
Modelo2,PKLot,camera4,camera3,512,0.9218667511350438
Modelo2,PKLot,camera4,camera3,1024,0.9337979094076655
Modelo2,PKLot,camera4,camera4,64,0.9337603499453211
Modelo2,PKLot,camera4,camera4,128,0.9440712388689267
Modelo2,PKLot,camera4,camera4,256,0.9584439931260741
Modelo2,PKLot,camera4,camera4,512,0.9489142321512264
Modelo2,PKLot,camera4,camera4,1024,0.9511013904077488
Modelo2,PKLot,camera4,camera5,64,0.8959593051156541
Modelo2,PKLot,camera4,camera5,128,0.9066129187062099
Modelo2,PKLot,camera4,camera5,256,0.917554467799213
Modelo2,PKLot,camera4,camera5,512,0.9040694884345907
Modelo2,PKLot,camera4,camera5,1024,0.9130434782608695
Modelo2,PKLot,camera4,camera6,64,0.9000397851601353
Modelo2,PKLot,camera4,camera6,128,0.9110304356475035
Modelo2,PKLot,camera4,camera6,256,0.9307738213646309
Modelo2,PKLot,camera4,camera6,512,0.9339069027252834
Modelo2,PKLot,camera4,camera6,1024,0.9423115178038591
Modelo2,PKLot,camera4,camera7,64,0.7752202330207445
Modelo2,PKLot,camera4,camera7,128,0.7989959268731647
Modelo2,PKLot,camera4,camera7,256,0.8436108743014114
Modelo2,PKLot,camera4,camera7,512,0.8341858482523444
Modelo2,PKLot,camera4,camera7,1024,0.8639765084777873
Modelo2,PKLot,camera4,camera8,64,0.8885982394951005
Modelo2,PKLot,camera4,camera8,128,0.9135525660189338
Modelo2,PKLot,camera4,camera8,256,0.9372612522836739
Modelo2,PKLot,camera4,camera8,512,0.9420362066101976
Modelo2,PKLot,camera4,camera8,1024,0.9517937219730942
Modelo2,PKLot,camera4,camera9,64,0.7846343721073743
Modelo2,PKLot,camera4,camera9,128,0.8295279234804073
Modelo2,PKLot,camera4,camera9,256,0.8814409132983647
Modelo2,PKLot,camera4,camera9,512,0.89069731564332
Modelo2,PKLot,camera4,camera9,1024,0.9045047824745449
Modelo2,PKLot,camera5,camera1,64,0.7609290486796054
Modelo2,PKLot,camera5,camera1,128,0.8594336621062679
Modelo2,PKLot,camera5,camera1,256,0.8306076996500159
Modelo2,PKLot,camera5,camera1,512,0.8555520203627108
Modelo2,PKLot,camera5,camera1,1024,0.8829144129812281
Modelo2,PKLot,camera5,camera2,64,0.8622710622710623
Modelo2,PKLot,camera5,camera2,128,0.9355311355311355
