tipo_encoder,dataset_encoder,dataset_test,batch,tecnica_fusao,precision,precision_std,accuracy,accuracy_std
Encoder,camera5,camera9,64,mult,0.818325,0.0,0.785714,0.0
Encoder,camera5,camera9,64,vote,0.82224,0.0,0.789526,0.0
Encoder,camera5,PUC,64,mean_individual_models,0.810387,0.03367,0.767993,0.05161
Encoder,camera5,PUC,64,sum,0.824466,0.0,0.777303,0.0
Encoder,camera5,PUC,64,mean_probs,0.824466,0.0,0.777303,0.0
Encoder,camera5,PUC,64,max,0.847628,0.0,0.828283,0.0
Encoder,camera5,PUC,64,mult,0.826764,0.0,0.779026,0.0
Encoder,camera5,PUC,64,vote,0.823625,0.0,0.77686,0.0
Encoder,camera5,UFPR04,64,mean_individual_models,0.741984,0.054812,0.607954,0.024313
Encoder,camera5,UFPR04,64,sum,0.774271,0.0,0.596396,0.0
Encoder,camera5,UFPR04,64,mean_probs,0.774271,0.0,0.596396,0.0
Encoder,camera5,UFPR04,64,max,0.745866,0.0,0.657067,0.0
Encoder,camera5,UFPR04,64,mult,0.777669,0.0,0.602295,0.0
Encoder,camera5,UFPR04,64,vote,0.774138,0.0,0.596339,0.0
Encoder,camera5,UFPR05,64,mean_individual_models,0.572083,0.070635,0.546017,0.0682
Encoder,camera5,UFPR05,64,sum,0.570794,0.0,0.539557,0.0
Encoder,camera5,UFPR05,64,mean_probs,0.570794,0.0,0.539557,0.0
Encoder,camera5,UFPR05,64,max,0.606192,0.0,0.588683,0.0
Encoder,camera5,UFPR05,64,mult,0.569667,0.0,0.539601,0.0
Encoder,camera5,UFPR05,64,vote,0.571501,0.0,0.540042,0.0
Encoder,camera5,camera1,128,mean_individual_models,0.784621,0.024972,0.75204,0.022877
Encoder,camera5,camera1,128,sum,0.811334,0.0,0.772254,0.0
Encoder,camera5,camera1,128,mean_probs,0.811334,0.0,0.772254,0.0
Encoder,camera5,camera1,128,max,0.819846,0.0,0.787779,0.0
Encoder,camera5,camera1,128,mult,0.810083,0.0,0.768456,0.0
Encoder,camera5,camera1,128,vote,0.810391,0.0,0.771759,0.0
Encoder,camera5,camera2,128,mean_individual_models,0.837641,0.03455,0.830159,0.035347
Encoder,camera5,camera2,128,sum,0.874951,0.0,0.866213,0.0
Encoder,camera5,camera2,128,mean_probs,0.874951,0.0,0.866213,0.0
Encoder,camera5,camera2,128,max,0.899522,0.0,0.896825,0.0
Encoder,camera5,camera2,128,mult,0.878374,0.0,0.868481,0.0
Encoder,camera5,camera2,128,vote,0.874951,0.0,0.866213,0.0
Encoder,camera5,camera3,128,mean_individual_models,0.843629,0.036453,0.835515,0.035209
Encoder,camera5,camera3,128,sum,0.876496,0.0,0.868203,0.0
Encoder,camera5,camera3,128,mean_probs,0.876496,0.0,0.868203,0.0
Encoder,camera5,camera3,128,max,0.903921,0.0,0.898003,0.0
Encoder,camera5,camera3,128,mult,0.881349,0.0,0.870661,0.0
Encoder,camera5,camera3,128,vote,0.875579,0.0,0.867588,0.0
Encoder,camera5,camera4,128,mean_individual_models,0.877811,0.019589,0.867755,0.021406
Encoder,camera5,camera4,128,sum,0.893306,0.0,0.884862,0.0
Encoder,camera5,camera4,128,mean_probs,0.893306,0.0,0.884862,0.0
Encoder,camera5,camera4,128,max,0.912616,0.0,0.907358,0.0
Encoder,camera5,camera4,128,mult,0.893894,0.0,0.882831,0.0
Encoder,camera5,camera4,128,vote,0.893354,0.0,0.885018,0.0
Encoder,camera5,camera5,128,mean_individual_models,0.864871,0.018547,0.856906,0.020695
Encoder,camera5,camera5,128,sum,0.882055,0.0,0.876921,0.0
Encoder,camera5,camera5,128,mean_probs,0.882055,0.0,0.876921,0.0
Encoder,camera5,camera5,128,max,0.882587,0.0,0.876812,0.0
Encoder,camera5,camera5,128,mult,0.882112,0.0,0.875055,0.0
Encoder,camera5,camera5,128,vote,0.881219,0.0,0.876153,0.0
Encoder,camera5,camera6,128,mean_individual_models,0.902195,0.011488,0.8979,0.011244
Encoder,camera5,camera6,128,sum,0.92159,0.0,0.918205,0.0
Encoder,camera5,camera6,128,mean_probs,0.92159,0.0,0.918205,0.0
Encoder,camera5,camera6,128,max,0.926525,0.0,0.924089,0.0
Encoder,camera5,camera6,128,mult,0.921171,0.0,0.91682,0.0
Encoder,camera5,camera6,128,vote,0.920955,0.0,0.917628,0.0
Encoder,camera5,camera7,128,mean_individual_models,0.862817,0.015286,0.834417,0.02477
Encoder,camera5,camera7,128,sum,0.875901,0.0,0.84827,0.0
Encoder,camera5,camera7,128,mean_probs,0.875901,0.0,0.84827,0.0
Encoder,camera5,camera7,128,max,0.876078,0.0,0.848381,0.0
Encoder,camera5,camera7,128,mult,0.87079,0.0,0.838509,0.0
Encoder,camera5,camera7,128,vote,0.875531,0.0,0.848492,0.0
Encoder,camera5,camera8,128,mean_individual_models,0.895337,0.014168,0.888204,0.014265
Encoder,camera5,camera8,128,sum,0.91328,0.0,0.9076,0.0
Encoder,camera5,camera8,128,mean_probs,0.91328,0.0,0.9076,0.0
Encoder,camera5,camera8,128,max,0.922891,0.0,0.91821,0.0
Encoder,camera5,camera8,128,mult,0.913718,0.0,0.905961,0.0
Encoder,camera5,camera8,128,vote,0.912731,0.0,0.907118,0.0
Encoder,camera5,camera9,128,mean_individual_models,0.832037,0.012708,0.808708,0.014276
Encoder,camera5,camera9,128,sum,0.843375,0.0,0.820827,0.0
Encoder,camera5,camera9,128,mean_probs,0.843375,0.0,0.820827,0.0
Encoder,camera5,camera9,128,max,0.852156,0.0,0.835674,0.0
Encoder,camera5,camera9,128,mult,0.842102,0.0,0.816413,0.0
Encoder,camera5,camera9,128,vote,0.843088,0.0,0.820626,0.0
Encoder,camera5,PUC,128,mean_individual_models,0.835799,0.024268,0.80619,0.033855
Encoder,camera5,PUC,128,sum,0.861415,0.0,0.833137,0.0
Encoder,camera5,PUC,128,mean_probs,0.861415,0.0,0.833137,0.0
Encoder,camera5,PUC,128,max,0.889956,0.0,0.87694,0.0
Encoder,camera5,PUC,128,mult,0.860206,0.0,0.82778,0.0
Encoder,camera5,PUC,128,vote,0.860082,0.0,0.832304,0.0
Encoder,camera5,UFPR04,128,mean_individual_models,0.759293,0.042259,0.644048,0.042175
Encoder,camera5,UFPR04,128,sum,0.790822,0.0,0.634996,0.0
Encoder,camera5,UFPR04,128,mean_probs,0.790822,0.0,0.634996,0.0
Encoder,camera5,UFPR04,128,max,0.81773,0.0,0.714863,0.0
Encoder,camera5,UFPR04,128,mult,0.78982,0.0,0.628705,0.0
Encoder,camera5,UFPR04,128,vote,0.790754,0.0,0.635112,0.0
Encoder,camera5,UFPR05,128,mean_individual_models,0.63481,0.056965,0.617666,0.057018
Encoder,camera5,UFPR05,128,sum,0.642124,0.0,0.624739,0.0
Encoder,camera5,UFPR05,128,mean_probs,0.642124,0.0,0.624739,0.0
Encoder,camera5,UFPR05,128,max,0.686956,0.0,0.677553,0.0
Encoder,camera5,UFPR05,128,mult,0.638419,0.0,0.615221,0.0
Encoder,camera5,UFPR05,128,vote,0.640687,0.0,0.623619,0.0
Encoder,camera5,camera1,256,mean_individual_models,0.810576,0.014228,0.754385,0.027268
Encoder,camera5,camera1,256,sum,0.822208,0.0,0.762841,0.0
Encoder,camera5,camera1,256,mean_probs,0.822208,0.0,0.762841,0.0
Encoder,camera5,camera1,256,max,0.829251,0.0,0.776218,0.0
Encoder,camera5,camera1,256,mult,0.818512,0.0,0.753592,0.0
Encoder,camera5,camera1,256,vote,0.822329,0.0,0.763501,0.0
Encoder,camera5,camera2,256,mean_individual_models,0.8816,0.025432,0.861338,0.03198
Encoder,camera5,camera2,256,sum,0.908639,0.0,0.891156,0.0
Encoder,camera5,camera2,256,mean_probs,0.908639,0.0,0.891156,0.0
Encoder,camera5,camera2,256,max,0.916997,0.0,0.908163,0.0
Encoder,camera5,camera2,256,mult,0.910211,0.0,0.893424,0.0
Encoder,camera5,camera2,256,vote,0.908639,0.0,0.891156,0.0
Encoder,camera5,camera3,256,mean_individual_models,0.888958,0.022797,0.874347,0.026796
Encoder,camera5,camera3,256,sum,0.913921,0.0,0.897081,0.0
Encoder,camera5,camera3,256,mean_probs,0.913921,0.0,0.897081,0.0
Encoder,camera5,camera3,256,max,0.926842,0.0,0.914286,0.0
Encoder,camera5,camera3,256,mult,0.915254,0.0,0.897081,0.0
Encoder,camera5,camera3,256,vote,0.913058,0.0,0.896467,0.0
Encoder,camera5,camera4,256,mean_individual_models,0.894546,0.017,0.881753,0.020853
Encoder,camera5,camera4,256,sum,0.910623,0.0,0.900484,0.0
Encoder,camera5,camera4,256,mean_probs,0.910623,0.0,0.900484,0.0
Encoder,camera5,camera4,256,max,0.919613,0.0,0.911889,0.0
Encoder,camera5,camera4,256,mult,0.910566,0.0,0.896735,0.0
Encoder,camera5,camera4,256,vote,0.910458,0.0,0.900484,0.0
Encoder,camera5,camera5,256,mean_individual_models,0.893596,0.021922,0.882093,0.027191
Encoder,camera5,camera5,256,sum,0.912232,0.0,0.903272,0.0
Encoder,camera5,camera5,256,mean_probs,0.912232,0.0,0.903272,0.0
Encoder,camera5,camera5,256,max,0.908214,0.0,0.8991,0.0
Encoder,camera5,camera5,256,mult,0.912088,0.0,0.901405,0.0
Encoder,camera5,camera5,256,vote,0.912966,0.0,0.90437,0.0
Encoder,camera5,camera6,256,mean_individual_models,0.926088,0.014278,0.920005,0.016122
Encoder,camera5,camera6,256,sum,0.94167,0.0,0.93701,0.0
Encoder,camera5,camera6,256,mean_probs,0.94167,0.0,0.93701,0.0
Encoder,camera5,camera6,256,max,0.939492,0.0,0.936664,0.0
Encoder,camera5,camera6,256,mult,0.941719,0.0,0.936317,0.0
Encoder,camera5,camera6,256,vote,0.94167,0.0,0.93701,0.0
Encoder,camera5,camera7,256,mean_individual_models,0.886126,0.020964,0.853028,0.032497
Encoder,camera5,camera7,256,sum,0.895918,0.0,0.865018,0.0
Encoder,camera5,camera7,256,mean_probs,0.895918,0.0,0.865018,0.0
Encoder,camera5,camera7,256,max,0.887933,0.0,0.858141,0.0
Encoder,camera5,camera7,256,mult,0.894171,0.0,0.86047,0.0
Encoder,camera5,camera7,256,vote,0.896125,0.0,0.86535,0.0
Encoder,camera5,camera8,256,mean_individual_models,0.92438,0.010804,0.917766,0.011752
Encoder,camera5,camera8,256,sum,0.944368,0.0,0.939911,0.0
Encoder,camera5,camera8,256,mean_probs,0.944368,0.0,0.939911,0.0
Encoder,camera5,camera8,256,max,0.945437,0.0,0.942226,0.0
Encoder,camera5,camera8,256,mult,0.944157,0.0,0.938754,0.0
Encoder,camera5,camera8,256,vote,0.944413,0.0,0.940008,0.0
Encoder,camera5,camera9,256,mean_individual_models,0.85322,0.016885,0.825682,0.025091
Encoder,camera5,camera9,256,sum,0.867701,0.0,0.845706,0.0
Encoder,camera5,camera9,256,mean_probs,0.867701,0.0,0.845706,0.0
Encoder,camera5,camera9,256,max,0.865098,0.0,0.849719,0.0
Encoder,camera5,camera9,256,mult,0.867476,0.0,0.841493,0.0
Encoder,camera5,camera9,256,vote,0.867296,0.0,0.845104,0.0
Encoder,camera5,PUC,256,mean_individual_models,0.860486,0.023437,0.833113,0.034241
Encoder,camera5,PUC,256,sum,0.88023,0.0,0.855207,0.0
Encoder,camera5,PUC,256,mean_probs,0.88023,0.0,0.855207,0.0
Encoder,camera5,PUC,256,max,0.890712,0.0,0.879298,0.0
Encoder,camera5,PUC,256,mult,0.865449,0.0,0.838774,0.0
Encoder,camera5,PUC,256,vote,0.880034,0.0,0.855071,0.0
Encoder,camera5,UFPR04,256,mean_individual_models,0.796314,0.014774,0.67376,0.041152
Encoder,camera5,UFPR04,256,sum,0.803727,0.0,0.661972,0.0
Encoder,camera5,UFPR04,256,mean_probs,0.803727,0.0,0.661972,0.0
Encoder,camera5,UFPR04,256,max,0.831746,0.0,0.735987,0.0
Encoder,camera5,UFPR04,256,mult,0.802892,0.0,0.656524,0.0
Encoder,camera5,UFPR04,256,vote,0.803713,0.0,0.662053,0.0
Encoder,camera5,UFPR05,256,mean_individual_models,0.715346,0.047307,0.672014,0.044053
Encoder,camera5,UFPR05,256,sum,0.747641,0.0,0.698044,0.0
Encoder,camera5,UFPR05,256,mean_probs,0.747641,0.0,0.698044,0.0
Encoder,camera5,UFPR05,256,max,0.79361,0.0,0.77494,0.0
Encoder,camera5,UFPR05,256,mult,0.7556,0.0,0.706047,0.0
Encoder,camera5,UFPR05,256,vote,0.747192,0.0,0.697716,0.0
Encoder,camera5,camera1,512,mean_individual_models,0.822325,0.015008,0.780842,0.030605
Encoder,camera5,camera1,512,sum,0.829378,0.0,0.790091,0.0
Encoder,camera5,camera1,512,mean_probs,0.829378,0.0,0.790091,0.0
Encoder,camera5,camera1,512,max,0.854434,0.0,0.83204,0.0
Encoder,camera5,camera1,512,mult,0.842944,0.0,0.807762,0.0
Encoder,camera5,camera1,512,vote,0.829665,0.0,0.790586,0.0
Encoder,camera5,camera2,512,mean_individual_models,0.89619,0.027507,0.881519,0.027174
Encoder,camera5,camera2,512,sum,0.920588,0.0,0.907029,0.0
Encoder,camera5,camera2,512,mean_probs,0.920588,0.0,0.907029,0.0
Encoder,camera5,camera2,512,max,0.947195,0.0,0.943311,0.0
Encoder,camera5,camera2,512,mult,0.93988,0.0,0.931973,0.0
Encoder,camera5,camera2,512,vote,0.920588,0.0,0.907029,0.0
Encoder,camera5,camera3,512,mean_individual_models,0.897121,0.026951,0.887035,0.028049
Encoder,camera5,camera3,512,sum,0.925352,0.0,0.917972,0.0
Encoder,camera5,camera3,512,mean_probs,0.925352,0.0,0.917972,0.0
Encoder,camera5,camera3,512,max,0.941397,0.0,0.936098,0.0
Encoder,camera5,camera3,512,mult,0.929478,0.0,0.921352,0.0
Encoder,camera5,camera3,512,vote,0.925596,0.0,0.91828,0.0
Encoder,camera5,camera4,512,mean_individual_models,0.911031,0.01374,0.903906,0.015702
Encoder,camera5,camera4,512,sum,0.927255,0.0,0.922043,0.0
Encoder,camera5,camera4,512,mean_probs,0.927255,0.0,0.922043,0.0
Encoder,camera5,camera4,512,max,0.947,0.0,0.945009,0.0
Encoder,camera5,camera4,512,mult,0.939875,0.0,0.93626,0.0
Encoder,camera5,camera4,512,vote,0.927067,0.0,0.921887,0.0
Encoder,camera5,camera5,512,mean_individual_models,0.915636,0.012965,0.909728,0.016067
Encoder,camera5,camera5,512,sum,0.936176,0.0,0.933026,0.0
Encoder,camera5,camera5,512,mean_probs,0.936176,0.0,0.933026,0.0
Encoder,camera5,camera5,512,max,0.937995,0.0,0.935661,0.0
Encoder,camera5,camera5,512,mult,0.935638,0.0,0.931928,0.0
Encoder,camera5,camera5,512,vote,0.935769,0.0,0.932587,0.0
Encoder,camera5,camera6,512,mean_individual_models,0.933627,0.013059,0.928772,0.014325
Encoder,camera5,camera6,512,sum,0.949329,0.0,0.945547,0.0
Encoder,camera5,camera6,512,mean_probs,0.949329,0.0,0.945547,0.0
Encoder,camera5,camera6,512,max,0.954536,0.0,0.953276,0.0
Encoder,camera5,camera6,512,mult,0.955264,0.0,0.951892,0.0
Encoder,camera5,camera6,512,vote,0.94929,0.0,0.945547,0.0
Encoder,camera5,camera7,512,mean_individual_models,0.900683,0.016754,0.877473,0.026292
Encoder,camera5,camera7,512,sum,0.911117,0.0,0.888864,0.0
Encoder,camera5,camera7,512,mean_probs,0.911117,0.0,0.888864,0.0
Encoder,camera5,camera7,512,max,0.913643,0.0,0.897626,0.0
Encoder,camera5,camera7,512,mult,0.911352,0.0,0.888642,0.0
Encoder,camera5,camera7,512,vote,0.911265,0.0,0.889086,0.0
Encoder,camera5,camera8,512,mean_individual_models,0.932627,0.011297,0.928231,0.012129
Encoder,camera5,camera8,512,sum,0.954347,0.0,0.951678,0.0
Encoder,camera5,camera8,512,mean_probs,0.954347,0.0,0.951678,0.0
Encoder,camera5,camera8,512,max,0.957249,0.0,0.956019,0.0
Encoder,camera5,camera8,512,mult,0.957684,0.0,0.955054,0.0
Encoder,camera5,camera8,512,vote,0.954403,0.0,0.951775,0.0
Encoder,camera5,camera9,512,mean_individual_models,0.874973,0.014064,0.856862,0.02209
Encoder,camera5,camera9,512,sum,0.896261,0.0,0.881621,0.0
Encoder,camera5,camera9,512,mean_probs,0.896261,0.0,0.881621,0.0
Encoder,camera5,camera9,512,max,0.899218,0.0,0.894663,0.0
Encoder,camera5,camera9,512,mult,0.901154,0.0,0.887039,0.0
Encoder,camera5,camera9,512,vote,0.895614,0.0,0.881421,0.0
Encoder,camera5,PUC,512,mean_individual_models,0.866385,0.028092,0.842415,0.042715
Encoder,camera5,PUC,512,sum,0.884275,0.0,0.865452,0.0
Encoder,camera5,PUC,512,mean_probs,0.884275,0.0,0.865452,0.0
Encoder,camera5,PUC,512,max,0.92224,0.0,0.917522,0.0
Encoder,camera5,PUC,512,mult,0.894472,0.0,0.878879,0.0
Encoder,camera5,PUC,512,vote,0.883959,0.0,0.865218,0.0
Encoder,camera5,UFPR04,512,mean_individual_models,0.795264,0.016279,0.664398,0.044762
Encoder,camera5,UFPR04,512,sum,0.795263,0.0,0.641564,0.0
Encoder,camera5,UFPR04,512,mean_probs,0.795263,0.0,0.641564,0.0
Encoder,camera5,UFPR04,512,max,0.835378,0.0,0.754594,0.0
Encoder,camera5,UFPR04,512,mult,0.807394,0.0,0.673366,0.0
Encoder,camera5,UFPR04,512,vote,0.795226,0.0,0.64161,0.0
Encoder,camera5,UFPR05,512,mean_individual_models,0.703597,0.056921,0.662672,0.065795
Encoder,camera5,UFPR05,512,sum,0.733917,0.0,0.68304,0.0
Encoder,camera5,UFPR05,512,mean_probs,0.733917,0.0,0.68304,0.0
Encoder,camera5,UFPR05,512,max,0.786521,0.0,0.771663,0.0
Encoder,camera5,UFPR05,512,mult,0.742289,0.0,0.696073,0.0
Encoder,camera5,UFPR05,512,vote,0.733062,0.0,0.68245,0.0
Encoder,camera5,camera1,1024,mean_individual_models,0.822925,0.017366,0.780396,0.033004
Encoder,camera5,camera1,1024,sum,0.831695,0.0,0.793229,0.0
Encoder,camera5,camera1,1024,mean_probs,0.831695,0.0,0.793229,0.0
Encoder,camera5,camera1,1024,max,0.861453,0.0,0.842609,0.0
Encoder,camera5,camera1,1024,mult,0.841664,0.0,0.804459,0.0
Encoder,camera5,camera1,1024,vote,0.832176,0.0,0.794055,0.0
Encoder,camera5,camera2,1024,mean_individual_models,0.895073,0.019262,0.874943,0.027216
Encoder,camera5,camera2,1024,sum,0.916509,0.0,0.900227,0.0
Encoder,camera5,camera2,1024,mean_probs,0.916509,0.0,0.900227,0.0
Encoder,camera5,camera2,1024,max,0.97306,0.0,0.971655,0.0
Encoder,camera5,camera2,1024,mult,0.956341,0.0,0.952381,0.0
Encoder,camera5,camera2,1024,vote,0.916509,0.0,0.900227,0.0
Encoder,camera5,camera3,1024,mean_individual_models,0.907254,0.020031,0.897389,0.020017
Encoder,camera5,camera3,1024,sum,0.92723,0.0,0.916743,0.0
Encoder,camera5,camera3,1024,mean_probs,0.92723,0.0,0.916743,0.0
Encoder,camera5,camera3,1024,max,0.942409,0.0,0.938556,0.0
Encoder,camera5,camera3,1024,mult,0.934504,0.0,0.927189,0.0
Encoder,camera5,camera3,1024,vote,0.928037,0.0,0.917358,0.0
Encoder,camera5,camera4,1024,mean_individual_models,0.919238,0.013407,0.912123,0.016581
Encoder,camera5,camera4,1024,sum,0.939624,0.0,0.935323,0.0
Encoder,camera5,camera4,1024,mean_probs,0.939624,0.0,0.935323,0.0
Encoder,camera5,camera4,1024,max,0.954592,0.0,0.953445,0.0
Encoder,camera5,camera4,1024,mult,0.948296,0.0,0.945321,0.0
Encoder,camera5,camera4,1024,vote,0.93918,0.0,0.934854,0.0
Encoder,camera5,camera5,1024,mean_individual_models,0.915431,0.016389,0.906269,0.02244
Encoder,camera5,camera5,1024,sum,0.92849,0.0,0.922266,0.0
Encoder,camera5,camera5,1024,mean_probs,0.92849,0.0,0.922266,0.0
Encoder,camera5,camera5,1024,max,0.933097,0.0,0.928195,0.0
Encoder,camera5,camera5,1024,mult,0.929226,0.0,0.922596,0.0
Encoder,camera5,camera5,1024,vote,0.928624,0.0,0.922376,0.0
Encoder,camera5,camera6,1024,mean_individual_models,0.935925,0.012022,0.930468,0.01381
Encoder,camera5,camera6,1024,sum,0.95148,0.0,0.946701,0.0
Encoder,camera5,camera6,1024,mean_probs,0.95148,0.0,0.946701,0.0
Encoder,camera5,camera6,1024,max,0.958038,0.0,0.956507,0.0
Encoder,camera5,camera6,1024,mult,0.953351,0.0,0.949354,0.0
Encoder,camera5,camera6,1024,vote,0.951575,0.0,0.946816,0.0
Encoder,camera5,camera7,1024,mean_individual_models,0.904994,0.016099,0.87998,0.025185
Encoder,camera5,camera7,1024,sum,0.914801,0.0,0.892413,0.0
Encoder,camera5,camera7,1024,mean_probs,0.914801,0.0,0.892413,0.0
Encoder,camera5,camera7,1024,max,0.918927,0.0,0.900177,0.0
Encoder,camera5,camera7,1024,mult,0.914824,0.0,0.892303,0.0
Encoder,camera5,camera7,1024,vote,0.914486,0.0,0.892081,0.0
Encoder,camera5,camera8,1024,mean_individual_models,0.93932,0.009809,0.934115,0.011226
Encoder,camera5,camera8,1024,sum,0.955374,0.0,0.951485,0.0
Encoder,camera5,camera8,1024,mean_probs,0.955374,0.0,0.951485,0.0
Encoder,camera5,camera8,1024,max,0.961621,0.0,0.960359,0.0
Encoder,camera5,camera8,1024,mult,0.957307,0.0,0.953704,0.0
Encoder,camera5,camera8,1024,vote,0.955293,0.0,0.951389,0.0
Encoder,camera5,camera9,1024,mean_individual_models,0.881326,0.012974,0.864246,0.019002
Encoder,camera5,camera9,1024,sum,0.903458,0.0,0.888844,0.0
Encoder,camera5,camera9,1024,mean_probs,0.903458,0.0,0.888844,0.0
Encoder,camera5,camera9,1024,max,0.910769,0.0,0.906501,0.0
Encoder,camera5,camera9,1024,mult,0.908729,0.0,0.896469,0.0
Encoder,camera5,camera9,1024,vote,0.90333,0.0,0.888844,0.0
Encoder,camera5,PUC,1024,mean_individual_models,0.876111,0.023173,0.862139,0.032138
Encoder,camera5,PUC,1024,sum,0.900614,0.0,0.890306,0.0
Encoder,camera5,PUC,1024,mean_probs,0.900614,0.0,0.890306,0.0
Encoder,camera5,PUC,1024,max,0.901947,0.0,0.901858,0.0
Encoder,camera5,PUC,1024,mult,0.887051,0.0,0.884921,0.0
Encoder,camera5,PUC,1024,vote,0.900507,0.0,0.890228,0.0
Encoder,camera5,UFPR04,1024,mean_individual_models,0.794184,0.018602,0.686104,0.046245
Encoder,camera5,UFPR04,1024,sum,0.807922,0.0,0.674162,0.0
Encoder,camera5,UFPR04,1024,mean_probs,0.807922,0.0,0.674162,0.0
Encoder,camera5,UFPR04,1024,max,0.837359,0.0,0.796265,0.0
Encoder,camera5,UFPR04,1024,mult,0.822219,0.0,0.730862,0.0
Encoder,camera5,UFPR04,1024,vote,0.807844,0.0,0.674174,0.0
Encoder,camera5,UFPR05,1024,mean_individual_models,0.713458,0.05952,0.676224,0.060436
Encoder,camera5,UFPR05,1024,sum,0.741484,0.0,0.695178,0.0
Encoder,camera5,UFPR05,1024,mean_probs,0.741484,0.0,0.695178,0.0
Encoder,camera5,UFPR05,1024,max,0.783128,0.0,0.764467,0.0
Encoder,camera5,UFPR05,1024,mult,0.753146,0.0,0.701545,0.0
Encoder,camera5,UFPR05,1024,vote,0.741379,0.0,0.695163,0.0
Encoder,camera6,camera1,64,mean_individual_models,0.759844,0.020595,0.652634,0.050605
Encoder,camera6,camera1,64,sum,0.777139,0.0,0.649381,0.0
Encoder,camera6,camera1,64,mean_probs,0.777139,0.0,0.649381,0.0
Encoder,camera6,camera1,64,max,0.77466,0.0,0.640462,0.0
Encoder,camera6,camera1,64,mult,0.772695,0.0,0.635012,0.0
Encoder,camera6,camera1,64,vote,0.775793,0.0,0.648885,0.0
Encoder,camera6,camera2,64,mean_individual_models,0.838829,0.043665,0.810204,0.047341
Encoder,camera6,camera2,64,sum,0.866335,0.0,0.836735,0.0
Encoder,camera6,camera2,64,mean_probs,0.866335,0.0,0.836735,0.0
Encoder,camera6,camera2,64,max,0.837816,0.0,0.804989,0.0
Encoder,camera6,camera2,64,mult,0.847789,0.0,0.80839,0.0
Encoder,camera6,camera2,64,vote,0.867776,0.0,0.839002,0.0
Encoder,camera6,camera3,64,mean_individual_models,0.858166,0.032876,0.84126,0.028307
Encoder,camera6,camera3,64,sum,0.900107,0.0,0.882335,0.0
Encoder,camera6,camera3,64,mean_probs,0.900107,0.0,0.882335,0.0
Encoder,camera6,camera3,64,max,0.91376,0.0,0.895238,0.0
Encoder,camera6,camera3,64,mult,0.90499,0.0,0.882949,0.0
Encoder,camera6,camera3,64,vote,0.900114,0.0,0.882028,0.0
Encoder,camera6,camera4,64,mean_individual_models,0.847578,0.02376,0.812232,0.040256
Encoder,camera6,camera4,64,sum,0.857209,0.0,0.824871,0.0
Encoder,camera6,camera4,64,mean_probs,0.857209,0.0,0.824871,0.0
Encoder,camera6,camera4,64,max,0.854749,0.0,0.819872,0.0
Encoder,camera6,camera4,64,mult,0.852644,0.0,0.816122,0.0
Encoder,camera6,camera4,64,vote,0.857402,0.0,0.825184,0.0
Encoder,camera6,camera5,64,mean_individual_models,0.845434,0.031381,0.808202,0.051601
Encoder,camera6,camera5,64,sum,0.863374,0.0,0.829161,0.0
Encoder,camera6,camera5,64,mean_probs,0.863374,0.0,0.829161,0.0
Encoder,camera6,camera5,64,max,0.839383,0.0,0.787,0.0
Encoder,camera6,camera5,64,mult,0.85098,0.0,0.807202,0.0
Encoder,camera6,camera5,64,vote,0.863623,0.0,0.82993,0.0
Encoder,camera6,camera6,64,mean_individual_models,0.870949,0.017202,0.846112,0.02651
Encoder,camera6,camera6,64,sum,0.892215,0.0,0.868366,0.0
Encoder,camera6,camera6,64,mean_probs,0.892215,0.0,0.868366,0.0
Encoder,camera6,camera6,64,max,0.884565,0.0,0.861214,0.0
Encoder,camera6,camera6,64,mult,0.88658,0.0,0.861214,0.0
Encoder,camera6,camera6,64,vote,0.891626,0.0,0.867905,0.0
Encoder,camera6,camera7,64,mean_individual_models,0.85064,0.023314,0.791582,0.046944
Encoder,camera6,camera7,64,sum,0.852826,0.0,0.786602,0.0
Encoder,camera6,camera7,64,mean_probs,0.852826,0.0,0.786602,0.0
Encoder,camera6,camera7,64,max,0.838353,0.0,0.758208,0.0
Encoder,camera6,camera7,64,mult,0.843833,0.0,0.76819,0.0
Encoder,camera6,camera7,64,vote,0.854071,0.0,0.789042,0.0
Encoder,camera6,camera8,64,mean_individual_models,0.877292,0.015453,0.852189,0.022996
Encoder,camera6,camera8,64,sum,0.894995,0.0,0.869309,0.0
Encoder,camera6,camera8,64,mean_probs,0.894995,0.0,0.869309,0.0
Encoder,camera6,camera8,64,max,0.882969,0.0,0.857735,0.0
Encoder,camera6,camera8,64,mult,0.88799,0.0,0.858121,0.0
Encoder,camera6,camera8,64,vote,0.895742,0.0,0.870467,0.0
Encoder,camera6,camera9,64,mean_individual_models,0.814196,0.019158,0.766292,0.032033
Encoder,camera6,camera9,64,sum,0.834104,0.0,0.7811,0.0
Encoder,camera6,camera9,64,mean_probs,0.834104,0.0,0.7811,0.0
Encoder,camera6,camera9,64,max,0.81646,0.0,0.764446,0.0
Encoder,camera6,camera9,64,mult,0.829338,0.0,0.772271,0.0
Encoder,camera6,camera9,64,vote,0.833965,0.0,0.7813,0.0
Encoder,camera6,PUC,64,mean_individual_models,0.812796,0.023667,0.747069,0.045876
Encoder,camera6,PUC,64,sum,0.825855,0.0,0.753712,0.0
Encoder,camera6,PUC,64,mean_probs,0.825855,0.0,0.753712,0.0
Encoder,camera6,PUC,64,max,0.832481,0.0,0.757131,0.0
