encoder,classificador,teste,batch,n_models,combination,fusion_method,value
PKLot,camera1,camera1,64,4,"(1, 3, 5, 9)",mult,0.9033856317093312
PKLot,camera1,camera1,64,4,"(1, 3, 5, 9)",vote,0.9042113955408753
PKLot,camera1,camera1,64,4,"(1, 3, 6, 7)",sum,0.9218827415359208
PKLot,camera1,camera1,64,4,"(1, 3, 6, 7)",mean_probs,0.9218827415359208
PKLot,camera1,camera1,64,4,"(1, 3, 6, 7)",max,0.92766308835673
PKLot,camera1,camera1,64,4,"(1, 3, 6, 7)",mult,0.9251857968620975
PKLot,camera1,camera1,64,4,"(1, 3, 6, 7)",vote,0.9199009083402147
PKLot,camera1,camera1,64,4,"(1, 3, 6, 8)",sum,0.9114781172584641
PKLot,camera1,camera1,64,4,"(1, 3, 6, 8)",mean_probs,0.9114781172584641
PKLot,camera1,camera1,64,4,"(1, 3, 6, 8)",max,0.9180842279108175
PKLot,camera1,camera1,64,4,"(1, 3, 6, 8)",mult,0.913625103220479
PKLot,camera1,camera1,64,4,"(1, 3, 6, 8)",vote,0.9099917423616846
PKLot,camera1,camera1,64,4,"(1, 3, 6, 9)",sum,0.9002477291494633
PKLot,camera1,camera1,64,4,"(1, 3, 6, 9)",mean_probs,0.9002477291494633
PKLot,camera1,camera1,64,4,"(1, 3, 6, 9)",max,0.9002477291494633
PKLot,camera1,camera1,64,4,"(1, 3, 6, 9)",mult,0.900578034682081
PKLot,camera1,camera1,64,4,"(1, 3, 6, 9)",vote,0.8995871180842279
PKLot,camera1,camera1,64,4,"(1, 3, 7, 8)",sum,0.9303055326176713
PKLot,camera1,camera1,64,4,"(1, 3, 7, 8)",mean_probs,0.9303055326176713
PKLot,camera1,camera1,64,4,"(1, 3, 7, 8)",max,0.9309661436829066
PKLot,camera1,camera1,64,4,"(1, 3, 7, 8)",mult,0.930635838150289
PKLot,camera1,camera1,64,4,"(1, 3, 7, 8)",vote,0.9299752270850536
PKLot,camera1,camera1,64,4,"(1, 3, 7, 9)",sum,0.9210569777043766
PKLot,camera1,camera1,64,4,"(1, 3, 7, 9)",mean_probs,0.9210569777043766
PKLot,camera1,camera1,64,4,"(1, 3, 7, 9)",max,0.9284888521882741
PKLot,camera1,camera1,64,4,"(1, 3, 7, 9)",mult,0.9258464079273327
PKLot,camera1,camera1,64,4,"(1, 3, 7, 9)",vote,0.9185796862097441
PKLot,camera1,camera1,64,4,"(1, 3, 8, 9)",sum,0.9063583815028902
PKLot,camera1,camera1,64,4,"(1, 3, 8, 9)",mean_probs,0.9063583815028902
PKLot,camera1,camera1,64,4,"(1, 3, 8, 9)",max,0.9162675474814204
PKLot,camera1,camera1,64,4,"(1, 3, 8, 9)",mult,0.9114781172584641
PKLot,camera1,camera1,64,4,"(1, 3, 8, 9)",vote,0.904541701073493
PKLot,camera1,camera1,64,4,"(1, 4, 5, 6)",sum,0.9086705202312139
PKLot,camera1,camera1,64,4,"(1, 4, 5, 6)",mean_probs,0.9086705202312139
PKLot,camera1,camera1,64,4,"(1, 4, 5, 6)",max,0.9048720066061107
PKLot,camera1,camera1,64,4,"(1, 4, 5, 6)",mult,0.9083402146985962
PKLot,camera1,camera1,64,4,"(1, 4, 5, 6)",vote,0.9096614368290669
PKLot,camera1,camera1,64,4,"(1, 4, 5, 7)",sum,0.9194054500412882
PKLot,camera1,camera1,64,4,"(1, 4, 5, 7)",mean_probs,0.9194054500412882
PKLot,camera1,camera1,64,4,"(1, 4, 5, 7)",max,0.9294797687861271
PKLot,camera1,camera1,64,4,"(1, 4, 5, 7)",mult,0.9251857968620975
PKLot,camera1,camera1,64,4,"(1, 4, 5, 7)",vote,0.9185796862097441
PKLot,camera1,camera1,64,4,"(1, 4, 5, 8)",sum,0.9109826589595376
PKLot,camera1,camera1,64,4,"(1, 4, 5, 8)",mean_probs,0.9109826589595376
PKLot,camera1,camera1,64,4,"(1, 4, 5, 8)",max,0.9152766308835673
PKLot,camera1,camera1,64,4,"(1, 4, 5, 8)",mult,0.913625103220479
PKLot,camera1,camera1,64,4,"(1, 4, 5, 8)",vote,0.9111478117258464
PKLot,camera1,camera1,64,4,"(1, 4, 5, 9)",sum,0.8969446738232866
PKLot,camera1,camera1,64,4,"(1, 4, 5, 9)",mean_probs,0.8969446738232866
PKLot,camera1,camera1,64,4,"(1, 4, 5, 9)",max,0.8994219653179191
PKLot,camera1,camera1,64,4,"(1, 4, 5, 9)",mult,0.8972749793559042
PKLot,camera1,camera1,64,4,"(1, 4, 5, 9)",vote,0.8974401321222131
PKLot,camera1,camera1,64,4,"(1, 4, 6, 7)",sum,0.9169281585466557
PKLot,camera1,camera1,64,4,"(1, 4, 6, 7)",mean_probs,0.9169281585466557
PKLot,camera1,camera1,64,4,"(1, 4, 6, 7)",max,0.9271676300578034
PKLot,camera1,camera1,64,4,"(1, 4, 6, 7)",mult,0.922543352601156
PKLot,camera1,camera1,64,4,"(1, 4, 6, 7)",vote,0.9170933113129645
PKLot,camera1,camera1,64,4,"(1, 4, 6, 8)",sum,0.9086705202312139
PKLot,camera1,camera1,64,4,"(1, 4, 6, 8)",mean_probs,0.9086705202312139
PKLot,camera1,camera1,64,4,"(1, 4, 6, 8)",max,0.9139554087530967
PKLot,camera1,camera1,64,4,"(1, 4, 6, 8)",mult,0.9114781172584641
PKLot,camera1,camera1,64,4,"(1, 4, 6, 8)",vote,0.9078447563996697
PKLot,camera1,camera1,64,4,"(1, 4, 6, 9)",sum,0.8936416184971099
PKLot,camera1,camera1,64,4,"(1, 4, 6, 9)",mean_probs,0.8936416184971099
PKLot,camera1,camera1,64,4,"(1, 4, 6, 9)",max,0.8987613542526838
PKLot,camera1,camera1,64,4,"(1, 4, 6, 9)",mult,0.8951279933938894
PKLot,camera1,camera1,64,4,"(1, 4, 6, 9)",vote,0.8931461601981833
PKLot,camera1,camera1,64,4,"(1, 4, 7, 8)",sum,0.9255161023947152
PKLot,camera1,camera1,64,4,"(1, 4, 7, 8)",mean_probs,0.9255161023947152
PKLot,camera1,camera1,64,4,"(1, 4, 7, 8)",max,0.9314616019818331
PKLot,camera1,camera1,64,4,"(1, 4, 7, 8)",mult,0.9289843104872006
PKLot,camera1,camera1,64,4,"(1, 4, 7, 8)",vote,0.9255161023947152
PKLot,camera1,camera1,64,4,"(1, 4, 7, 9)",sum,0.9083402146985962
PKLot,camera1,camera1,64,4,"(1, 4, 7, 9)",mean_probs,0.9083402146985962
PKLot,camera1,camera1,64,4,"(1, 4, 7, 9)",max,0.9273327828241124
PKLot,camera1,camera1,64,4,"(1, 4, 7, 9)",mult,0.9197357555739059
PKLot,camera1,camera1,64,4,"(1, 4, 7, 9)",vote,0.9052023121387284
PKLot,camera1,camera1,64,4,"(1, 4, 8, 9)",sum,0.8992568125516103
PKLot,camera1,camera1,64,4,"(1, 4, 8, 9)",mean_probs,0.8992568125516103
PKLot,camera1,camera1,64,4,"(1, 4, 8, 9)",max,0.9108175061932288
PKLot,camera1,camera1,64,4,"(1, 4, 8, 9)",mult,0.9023947151114781
PKLot,camera1,camera1,64,4,"(1, 4, 8, 9)",vote,0.8966143682906689
PKLot,camera1,camera1,64,4,"(1, 5, 6, 7)",sum,0.9228736581337738
PKLot,camera1,camera1,64,4,"(1, 5, 6, 7)",mean_probs,0.9228736581337738
PKLot,camera1,camera1,64,4,"(1, 5, 6, 7)",max,0.9289843104872006
PKLot,camera1,camera1,64,4,"(1, 5, 6, 7)",mult,0.9248554913294798
PKLot,camera1,camera1,64,4,"(1, 5, 6, 7)",vote,0.9222130470685383
PKLot,camera1,camera1,64,4,"(1, 5, 6, 8)",sum,0.914616019818332
PKLot,camera1,camera1,64,4,"(1, 5, 6, 8)",mean_probs,0.914616019818332
PKLot,camera1,camera1,64,4,"(1, 5, 6, 8)",max,0.9182493806771264
PKLot,camera1,camera1,64,4,"(1, 5, 6, 8)",mult,0.9172584640792734
PKLot,camera1,camera1,64,4,"(1, 5, 6, 8)",vote,0.9142857142857143
PKLot,camera1,camera1,64,4,"(1, 5, 6, 9)",sum,0.9042113955408753
PKLot,camera1,camera1,64,4,"(1, 5, 6, 9)",mean_probs,0.9042113955408753
PKLot,camera1,camera1,64,4,"(1, 5, 6, 9)",max,0.9038810900082577
PKLot,camera1,camera1,64,4,"(1, 5, 6, 9)",mult,0.9037159372419488
PKLot,camera1,camera1,64,4,"(1, 5, 6, 9)",vote,0.9040462427745665
PKLot,camera1,camera1,64,4,"(1, 5, 7, 8)",sum,0.9274979355904212
PKLot,camera1,camera1,64,4,"(1, 5, 7, 8)",mean_probs,0.9274979355904212
PKLot,camera1,camera1,64,4,"(1, 5, 7, 8)",max,0.932617671345995
PKLot,camera1,camera1,64,4,"(1, 5, 7, 8)",mult,0.929644921552436
PKLot,camera1,camera1,64,4,"(1, 5, 7, 8)",vote,0.9270024772914947
PKLot,camera1,camera1,64,4,"(1, 5, 7, 9)",sum,0.9159372419488027
PKLot,camera1,camera1,64,4,"(1, 5, 7, 9)",mean_probs,0.9159372419488027
PKLot,camera1,camera1,64,4,"(1, 5, 7, 9)",max,0.928654004954583
PKLot,camera1,camera1,64,4,"(1, 5, 7, 9)",mult,0.922708505367465
PKLot,camera1,camera1,64,4,"(1, 5, 7, 9)",vote,0.9149463253509497
PKLot,camera1,camera1,64,4,"(1, 5, 8, 9)",sum,0.9070189925681256
PKLot,camera1,camera1,64,4,"(1, 5, 8, 9)",mean_probs,0.9070189925681256
PKLot,camera1,camera1,64,4,"(1, 5, 8, 9)",max,0.9149463253509497
PKLot,camera1,camera1,64,4,"(1, 5, 8, 9)",mult,0.9101568951279934
PKLot,camera1,camera1,64,4,"(1, 5, 8, 9)",vote,0.9063583815028902
PKLot,camera1,camera1,64,4,"(1, 6, 7, 8)",sum,0.9253509496284062
PKLot,camera1,camera1,64,4,"(1, 6, 7, 8)",mean_probs,0.9253509496284062
PKLot,camera1,camera1,64,4,"(1, 6, 7, 8)",max,0.9288191577208919
PKLot,camera1,camera1,64,4,"(1, 6, 7, 8)",mult,0.9273327828241124
PKLot,camera1,camera1,64,4,"(1, 6, 7, 8)",vote,0.9248554913294798
PKLot,camera1,camera1,64,4,"(1, 6, 7, 9)",sum,0.914616019818332
PKLot,camera1,camera1,64,4,"(1, 6, 7, 9)",mean_probs,0.914616019818332
PKLot,camera1,camera1,64,4,"(1, 6, 7, 9)",max,0.9261767134599505
PKLot,camera1,camera1,64,4,"(1, 6, 7, 9)",mult,0.9207266721717589
PKLot,camera1,camera1,64,4,"(1, 6, 7, 9)",vote,0.9142857142857143
PKLot,camera1,camera1,64,4,"(1, 6, 8, 9)",sum,0.9040462427745665
PKLot,camera1,camera1,64,4,"(1, 6, 8, 9)",mean_probs,0.9040462427745665
PKLot,camera1,camera1,64,4,"(1, 6, 8, 9)",max,0.9129644921552436
PKLot,camera1,camera1,64,4,"(1, 6, 8, 9)",mult,0.9071841453344344
PKLot,camera1,camera1,64,4,"(1, 6, 8, 9)",vote,0.9023947151114781
PKLot,camera1,camera1,64,4,"(1, 7, 8, 9)",sum,0.9243600330305533
PKLot,camera1,camera1,64,4,"(1, 7, 8, 9)",mean_probs,0.9243600330305533
PKLot,camera1,camera1,64,4,"(1, 7, 8, 9)",max,0.9312964492155243
PKLot,camera1,camera1,64,4,"(1, 7, 8, 9)",mult,0.9291494632535094
PKLot,camera1,camera1,64,4,"(1, 7, 8, 9)",vote,0.922543352601156
PKLot,camera1,camera1,64,4,"(2, 3, 4, 5)",sum,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 3, 4, 5)",mean_probs,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 3, 4, 5)",max,0.9114781172584641
PKLot,camera1,camera1,64,4,"(2, 3, 4, 5)",mult,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 3, 4, 5)",vote,0.917588769611891
PKLot,camera1,camera1,64,4,"(2, 3, 4, 6)",sum,0.9091659785301404
PKLot,camera1,camera1,64,4,"(2, 3, 4, 6)",mean_probs,0.9091659785301404
PKLot,camera1,camera1,64,4,"(2, 3, 4, 6)",max,0.9085053674649051
PKLot,camera1,camera1,64,4,"(2, 3, 4, 6)",mult,0.9091659785301404
PKLot,camera1,camera1,64,4,"(2, 3, 4, 6)",vote,0.9094962840627581
PKLot,camera1,camera1,64,4,"(2, 3, 4, 7)",sum,0.9298100743187449
PKLot,camera1,camera1,64,4,"(2, 3, 4, 7)",mean_probs,0.9298100743187449
PKLot,camera1,camera1,64,4,"(2, 3, 4, 7)",max,0.9321222130470685
PKLot,camera1,camera1,64,4,"(2, 3, 4, 7)",mult,0.931626754748142
PKLot,camera1,camera1,64,4,"(2, 3, 4, 7)",vote,0.9291494632535094
PKLot,camera1,camera1,64,4,"(2, 3, 4, 8)",sum,0.9220478943022296
PKLot,camera1,camera1,64,4,"(2, 3, 4, 8)",mean_probs,0.9220478943022296
PKLot,camera1,camera1,64,4,"(2, 3, 4, 8)",max,0.9205615194054501
PKLot,camera1,camera1,64,4,"(2, 3, 4, 8)",mult,0.9230388109000826
PKLot,camera1,camera1,64,4,"(2, 3, 4, 8)",vote,0.9210569777043766
PKLot,camera1,camera1,64,4,"(2, 3, 4, 9)",sum,0.9068538398018167
PKLot,camera1,camera1,64,4,"(2, 3, 4, 9)",mean_probs,0.9068538398018167
PKLot,camera1,camera1,64,4,"(2, 3, 4, 9)",max,0.9091659785301404
PKLot,camera1,camera1,64,4,"(2, 3, 4, 9)",mult,0.9070189925681256
PKLot,camera1,camera1,64,4,"(2, 3, 4, 9)",vote,0.9066886870355079
PKLot,camera1,camera1,64,4,"(2, 3, 5, 6)",sum,0.914616019818332
PKLot,camera1,camera1,64,4,"(2, 3, 5, 6)",mean_probs,0.914616019818332
PKLot,camera1,camera1,64,4,"(2, 3, 5, 6)",max,0.9142857142857143
PKLot,camera1,camera1,64,4,"(2, 3, 5, 6)",mult,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 3, 5, 6)",vote,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 3, 5, 7)",sum,0.9322873658133773
PKLot,camera1,camera1,64,4,"(2, 3, 5, 7)",mean_probs,0.9322873658133773
PKLot,camera1,camera1,64,4,"(2, 3, 5, 7)",max,0.932617671345995
PKLot,camera1,camera1,64,4,"(2, 3, 5, 7)",mult,0.9334434351775392
PKLot,camera1,camera1,64,4,"(2, 3, 5, 7)",vote,0.9324525185796863
PKLot,camera1,camera1,64,4,"(2, 3, 5, 8)",sum,0.926672171758877
PKLot,camera1,camera1,64,4,"(2, 3, 5, 8)",mean_probs,0.926672171758877
PKLot,camera1,camera1,64,4,"(2, 3, 5, 8)",max,0.9232039636663915
PKLot,camera1,camera1,64,4,"(2, 3, 5, 8)",mult,0.926672171758877
PKLot,camera1,camera1,64,4,"(2, 3, 5, 8)",vote,0.9271676300578034
PKLot,camera1,camera1,64,4,"(2, 3, 5, 9)",sum,0.9127993393889348
PKLot,camera1,camera1,64,4,"(2, 3, 5, 9)",mean_probs,0.9127993393889348
PKLot,camera1,camera1,64,4,"(2, 3, 5, 9)",max,0.9109826589595376
PKLot,camera1,camera1,64,4,"(2, 3, 5, 9)",mult,0.9132947976878613
PKLot,camera1,camera1,64,4,"(2, 3, 5, 9)",vote,0.9137902559867878
PKLot,camera1,camera1,64,4,"(2, 3, 6, 7)",sum,0.9284888521882741
PKLot,camera1,camera1,64,4,"(2, 3, 6, 7)",mean_probs,0.9284888521882741
PKLot,camera1,camera1,64,4,"(2, 3, 6, 7)",max,0.9303055326176713
PKLot,camera1,camera1,64,4,"(2, 3, 6, 7)",mult,0.9301403798513626
PKLot,camera1,camera1,64,4,"(2, 3, 6, 7)",vote,0.9273327828241124
PKLot,camera1,camera1,64,4,"(2, 3, 6, 8)",sum,0.9199009083402147
PKLot,camera1,camera1,64,4,"(2, 3, 6, 8)",mean_probs,0.9199009083402147
PKLot,camera1,camera1,64,4,"(2, 3, 6, 8)",max,0.9207266721717589
PKLot,camera1,camera1,64,4,"(2, 3, 6, 8)",mult,0.9205615194054501
PKLot,camera1,camera1,64,4,"(2, 3, 6, 8)",vote,0.9195706028075971
PKLot,camera1,camera1,64,4,"(2, 3, 6, 9)",sum,0.9078447563996697
PKLot,camera1,camera1,64,4,"(2, 3, 6, 9)",mean_probs,0.9078447563996697
PKLot,camera1,camera1,64,4,"(2, 3, 6, 9)",max,0.9070189925681256
PKLot,camera1,camera1,64,4,"(2, 3, 6, 9)",mult,0.9083402146985962
PKLot,camera1,camera1,64,4,"(2, 3, 6, 9)",vote,0.9071841453344344
PKLot,camera1,camera1,64,4,"(2, 3, 7, 8)",sum,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 3, 7, 8)",mean_probs,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 3, 7, 8)",max,0.9334434351775392
PKLot,camera1,camera1,64,4,"(2, 3, 7, 8)",mult,0.9349298100743187
PKLot,camera1,camera1,64,4,"(2, 3, 7, 8)",vote,0.9342691990090835
PKLot,camera1,camera1,64,4,"(2, 3, 7, 9)",sum,0.9288191577208919
PKLot,camera1,camera1,64,4,"(2, 3, 7, 9)",mean_probs,0.9288191577208919
PKLot,camera1,camera1,64,4,"(2, 3, 7, 9)",max,0.9319570602807598
PKLot,camera1,camera1,64,4,"(2, 3, 7, 9)",mult,0.9309661436829066
PKLot,camera1,camera1,64,4,"(2, 3, 7, 9)",vote,0.9273327828241124
PKLot,camera1,camera1,64,4,"(2, 3, 8, 9)",sum,0.9179190751445087
PKLot,camera1,camera1,64,4,"(2, 3, 8, 9)",mean_probs,0.9179190751445087
PKLot,camera1,camera1,64,4,"(2, 3, 8, 9)",max,0.9205615194054501
PKLot,camera1,camera1,64,4,"(2, 3, 8, 9)",mult,0.9200660611065236
PKLot,camera1,camera1,64,4,"(2, 3, 8, 9)",vote,0.916597853014038
PKLot,camera1,camera1,64,4,"(2, 4, 5, 6)",sum,0.9149463253509497
PKLot,camera1,camera1,64,4,"(2, 4, 5, 6)",mean_probs,0.9149463253509497
PKLot,camera1,camera1,64,4,"(2, 4, 5, 6)",max,0.9129644921552436
PKLot,camera1,camera1,64,4,"(2, 4, 5, 6)",mult,0.914616019818332
PKLot,camera1,camera1,64,4,"(2, 4, 5, 6)",vote,0.9154417836498762
PKLot,camera1,camera1,64,4,"(2, 4, 5, 7)",sum,0.9273327828241124
PKLot,camera1,camera1,64,4,"(2, 4, 5, 7)",mean_probs,0.9273327828241124
PKLot,camera1,camera1,64,4,"(2, 4, 5, 7)",max,0.931626754748142
PKLot,camera1,camera1,64,4,"(2, 4, 5, 7)",mult,0.9298100743187449
PKLot,camera1,camera1,64,4,"(2, 4, 5, 7)",vote,0.9265070189925682
PKLot,camera1,camera1,64,4,"(2, 4, 5, 8)",sum,0.9213872832369943
PKLot,camera1,camera1,64,4,"(2, 4, 5, 8)",mean_probs,0.9213872832369943
PKLot,camera1,camera1,64,4,"(2, 4, 5, 8)",max,0.9192402972749794
PKLot,camera1,camera1,64,4,"(2, 4, 5, 8)",mult,0.9213872832369943
PKLot,camera1,camera1,64,4,"(2, 4, 5, 8)",vote,0.9213872832369943
PKLot,camera1,camera1,64,4,"(2, 4, 5, 9)",sum,0.9058629232039637
PKLot,camera1,camera1,64,4,"(2, 4, 5, 9)",mean_probs,0.9058629232039637
PKLot,camera1,camera1,64,4,"(2, 4, 5, 9)",max,0.9101568951279934
PKLot,camera1,camera1,64,4,"(2, 4, 5, 9)",mult,0.9068538398018167
PKLot,camera1,camera1,64,4,"(2, 4, 5, 9)",vote,0.9060280759702725
PKLot,camera1,camera1,64,4,"(2, 4, 6, 7)",sum,0.924690338563171
PKLot,camera1,camera1,64,4,"(2, 4, 6, 7)",mean_probs,0.924690338563171
PKLot,camera1,camera1,64,4,"(2, 4, 6, 7)",max,0.9298100743187449
PKLot,camera1,camera1,64,4,"(2, 4, 6, 7)",mult,0.9274979355904212
PKLot,camera1,camera1,64,4,"(2, 4, 6, 7)",vote,0.9248554913294798
PKLot,camera1,camera1,64,4,"(2, 4, 6, 8)",sum,0.9197357555739059
PKLot,camera1,camera1,64,4,"(2, 4, 6, 8)",mean_probs,0.9197357555739059
PKLot,camera1,camera1,64,4,"(2, 4, 6, 8)",max,0.9185796862097441
PKLot,camera1,camera1,64,4,"(2, 4, 6, 8)",mult,0.9190751445086706
PKLot,camera1,camera1,64,4,"(2, 4, 6, 8)",vote,0.9192402972749794
PKLot,camera1,camera1,64,4,"(2, 4, 6, 9)",sum,0.9040462427745665
PKLot,camera1,camera1,64,4,"(2, 4, 6, 9)",mean_probs,0.9040462427745665
PKLot,camera1,camera1,64,4,"(2, 4, 6, 9)",max,0.9081750619322874
PKLot,camera1,camera1,64,4,"(2, 4, 6, 9)",mult,0.904541701073493
PKLot,camera1,camera1,64,4,"(2, 4, 6, 9)",vote,0.9030553261767135
PKLot,camera1,camera1,64,4,"(2, 4, 7, 8)",sum,0.9308009909165978
PKLot,camera1,camera1,64,4,"(2, 4, 7, 8)",mean_probs,0.9308009909165978
PKLot,camera1,camera1,64,4,"(2, 4, 7, 8)",max,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 4, 7, 8)",mult,0.9319570602807598
PKLot,camera1,camera1,64,4,"(2, 4, 7, 8)",vote,0.9304706853839801
PKLot,camera1,camera1,64,4,"(2, 4, 7, 9)",sum,0.9200660611065236
PKLot,camera1,camera1,64,4,"(2, 4, 7, 9)",mean_probs,0.9200660611065236
PKLot,camera1,camera1,64,4,"(2, 4, 7, 9)",max,0.9301403798513626
PKLot,camera1,camera1,64,4,"(2, 4, 7, 9)",mult,0.9260115606936417
PKLot,camera1,camera1,64,4,"(2, 4, 7, 9)",vote,0.9190751445086706
PKLot,camera1,camera1,64,4,"(2, 4, 8, 9)",sum,0.912634186622626
PKLot,camera1,camera1,64,4,"(2, 4, 8, 9)",mean_probs,0.912634186622626
PKLot,camera1,camera1,64,4,"(2, 4, 8, 9)",max,0.9187448389760529
PKLot,camera1,camera1,64,4,"(2, 4, 8, 9)",mult,0.9147811725846408
PKLot,camera1,camera1,64,4,"(2, 4, 8, 9)",vote,0.9118084227910818
PKLot,camera1,camera1,64,4,"(2, 5, 6, 7)",sum,0.9270024772914947
PKLot,camera1,camera1,64,4,"(2, 5, 6, 7)",mean_probs,0.9270024772914947
PKLot,camera1,camera1,64,4,"(2, 5, 6, 7)",max,0.9314616019818331
PKLot,camera1,camera1,64,4,"(2, 5, 6, 7)",mult,0.929644921552436
PKLot,camera1,camera1,64,4,"(2, 5, 6, 7)",vote,0.9274979355904212
PKLot,camera1,camera1,64,4,"(2, 5, 6, 8)",sum,0.9228736581337738
PKLot,camera1,camera1,64,4,"(2, 5, 6, 8)",mean_probs,0.9228736581337738
PKLot,camera1,camera1,64,4,"(2, 5, 6, 8)",max,0.922543352601156
PKLot,camera1,camera1,64,4,"(2, 5, 6, 8)",mult,0.9223781998348473
PKLot,camera1,camera1,64,4,"(2, 5, 6, 8)",vote,0.9228736581337738
PKLot,camera1,camera1,64,4,"(2, 5, 6, 9)",sum,0.9132947976878613
PKLot,camera1,camera1,64,4,"(2, 5, 6, 9)",mean_probs,0.9132947976878613
PKLot,camera1,camera1,64,4,"(2, 5, 6, 9)",max,0.9108175061932288
PKLot,camera1,camera1,64,4,"(2, 5, 6, 9)",mult,0.91345995045417
PKLot,camera1,camera1,64,4,"(2, 5, 6, 9)",vote,0.9137902559867878
PKLot,camera1,camera1,64,4,"(2, 5, 7, 8)",sum,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 5, 7, 8)",mean_probs,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 5, 7, 8)",max,0.9341040462427745
PKLot,camera1,camera1,64,4,"(2, 5, 7, 8)",mult,0.9354252683732452
PKLot,camera1,camera1,64,4,"(2, 5, 7, 8)",vote,0.9337737407101568
PKLot,camera1,camera1,64,4,"(2, 5, 7, 9)",sum,0.9253509496284062
PKLot,camera1,camera1,64,4,"(2, 5, 7, 9)",mean_probs,0.9253509496284062
PKLot,camera1,camera1,64,4,"(2, 5, 7, 9)",max,0.9304706853839801
PKLot,camera1,camera1,64,4,"(2, 5, 7, 9)",mult,0.929644921552436
PKLot,camera1,camera1,64,4,"(2, 5, 7, 9)",vote,0.9253509496284062
PKLot,camera1,camera1,64,4,"(2, 5, 8, 9)",sum,0.9194054500412882
PKLot,camera1,camera1,64,4,"(2, 5, 8, 9)",mean_probs,0.9194054500412882
PKLot,camera1,camera1,64,4,"(2, 5, 8, 9)",max,0.9190751445086706
PKLot,camera1,camera1,64,4,"(2, 5, 8, 9)",mult,0.9203963666391412
PKLot,camera1,camera1,64,4,"(2, 5, 8, 9)",vote,0.9187448389760529
PKLot,camera1,camera1,64,4,"(2, 6, 7, 8)",sum,0.9299752270850536
PKLot,camera1,camera1,64,4,"(2, 6, 7, 8)",mean_probs,0.9299752270850536
PKLot,camera1,camera1,64,4,"(2, 6, 7, 8)",max,0.9308009909165978
PKLot,camera1,camera1,64,4,"(2, 6, 7, 8)",mult,0.931626754748142
PKLot,camera1,camera1,64,4,"(2, 6, 7, 8)",vote,0.9299752270850536
PKLot,camera1,camera1,64,4,"(2, 6, 7, 9)",sum,0.923534269199009
PKLot,camera1,camera1,64,4,"(2, 6, 7, 9)",mean_probs,0.923534269199009
PKLot,camera1,camera1,64,4,"(2, 6, 7, 9)",max,0.92766308835673
PKLot,camera1,camera1,64,4,"(2, 6, 7, 9)",mult,0.9260115606936417
PKLot,camera1,camera1,64,4,"(2, 6, 7, 9)",vote,0.9232039636663915
PKLot,camera1,camera1,64,4,"(2, 6, 8, 9)",sum,0.9172584640792734
PKLot,camera1,camera1,64,4,"(2, 6, 8, 9)",mean_probs,0.9172584640792734
PKLot,camera1,camera1,64,4,"(2, 6, 8, 9)",max,0.9189099917423617
PKLot,camera1,camera1,64,4,"(2, 6, 8, 9)",mult,0.9177539223781999
PKLot,camera1,camera1,64,4,"(2, 6, 8, 9)",vote,0.9162675474814204
PKLot,camera1,camera1,64,4,"(2, 7, 8, 9)",sum,0.9301403798513626
PKLot,camera1,camera1,64,4,"(2, 7, 8, 9)",mean_probs,0.9301403798513626
PKLot,camera1,camera1,64,4,"(2, 7, 8, 9)",max,0.9324525185796863
PKLot,camera1,camera1,64,4,"(2, 7, 8, 9)",mult,0.9314616019818331
PKLot,camera1,camera1,64,4,"(2, 7, 8, 9)",vote,0.9288191577208919
PKLot,camera1,camera1,64,4,"(3, 4, 5, 6)",sum,0.9078447563996697
PKLot,camera1,camera1,64,4,"(3, 4, 5, 6)",mean_probs,0.9078447563996697
PKLot,camera1,camera1,64,4,"(3, 4, 5, 6)",max,0.9047068538398018
PKLot,camera1,camera1,64,4,"(3, 4, 5, 6)",mult,0.9066886870355079
PKLot,camera1,camera1,64,4,"(3, 4, 5, 6)",vote,0.9093311312964493
PKLot,camera1,camera1,64,4,"(3, 4, 5, 7)",sum,0.9265070189925682
PKLot,camera1,camera1,64,4,"(3, 4, 5, 7)",mean_probs,0.9265070189925682
PKLot,camera1,camera1,64,4,"(3, 4, 5, 7)",max,0.9303055326176713
PKLot,camera1,camera1,64,4,"(3, 4, 5, 7)",mult,0.9298100743187449
PKLot,camera1,camera1,64,4,"(3, 4, 5, 7)",vote,0.9251857968620975
PKLot,camera1,camera1,64,4,"(3, 4, 5, 8)",sum,0.9164327002477292
PKLot,camera1,camera1,64,4,"(3, 4, 5, 8)",mean_probs,0.9164327002477292
PKLot,camera1,camera1,64,4,"(3, 4, 5, 8)",max,0.9161023947151115
PKLot,camera1,camera1,64,4,"(3, 4, 5, 8)",mult,0.9194054500412882
PKLot,camera1,camera1,64,4,"(3, 4, 5, 8)",vote,0.9162675474814204
