encoder,classificador,teste,batch,n_models,combination,fusion_method,value
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 7, 9)",sum,0.9195706028075971
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 7, 9)",mean_probs,0.9195706028075971
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 7, 9)",max,0.9289843104872006
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 7, 9)",mult,0.922708505367465
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 7, 9)",vote,0.9170933113129645
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 8, 9)",sum,0.9157720891824938
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 8, 9)",mean_probs,0.9157720891824938
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 8, 9)",max,0.9197357555739059
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 8, 9)",mult,0.917588769611891
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 6, 8, 9)",vote,0.9127993393889348
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 7, 8, 9)",sum,0.9243600330305533
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 7, 8, 9)",mean_probs,0.9243600330305533
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 7, 8, 9)",max,0.9329479768786128
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 7, 8, 9)",mult,0.9278282411230389
PKLot,camera1,camera1,64,7,"(0, 1, 2, 4, 7, 8, 9)",vote,0.9230388109000826
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 8)",sum,0.9289843104872006
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 8)",mean_probs,0.9289843104872006
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 8)",max,0.9309661436829066
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 8)",mult,0.9293146160198184
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 8)",vote,0.9273327828241124
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 9)",sum,0.9218827415359208
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 9)",mean_probs,0.9218827415359208
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 9)",max,0.9293146160198184
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 9)",mult,0.924525185796862
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 7, 9)",vote,0.9200660611065236
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 8, 9)",sum,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 8, 9)",mean_probs,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 8, 9)",max,0.9205615194054501
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 8, 9)",mult,0.9187448389760529
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 6, 8, 9)",vote,0.9164327002477292
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 7, 8, 9)",sum,0.9278282411230389
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 7, 8, 9)",mean_probs,0.9278282411230389
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 7, 8, 9)",max,0.9317919075144508
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 7, 8, 9)",mult,0.929644921552436
PKLot,camera1,camera1,64,7,"(0, 1, 2, 5, 7, 8, 9)",vote,0.9255161023947152
PKLot,camera1,camera1,64,7,"(0, 1, 2, 6, 7, 8, 9)",sum,0.9263418662262592
PKLot,camera1,camera1,64,7,"(0, 1, 2, 6, 7, 8, 9)",mean_probs,0.9263418662262592
PKLot,camera1,camera1,64,7,"(0, 1, 2, 6, 7, 8, 9)",max,0.9303055326176713
PKLot,camera1,camera1,64,7,"(0, 1, 2, 6, 7, 8, 9)",mult,0.9283236994219654
PKLot,camera1,camera1,64,7,"(0, 1, 2, 6, 7, 8, 9)",vote,0.9230388109000826
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 7)",sum,0.9207266721717589
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 7)",mean_probs,0.9207266721717589
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 7)",max,0.9283236994219654
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 7)",mult,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 7)",vote,0.9180842279108175
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 8)",sum,0.9167630057803469
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 8)",mean_probs,0.9167630057803469
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 8)",max,0.916597853014038
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 8)",mult,0.9179190751445087
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 8)",vote,0.915606936416185
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 9)",sum,0.9093311312964493
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 9)",mean_probs,0.9093311312964493
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 9)",max,0.9109826589595376
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 9)",mult,0.9091659785301404
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 6, 9)",vote,0.9101568951279934
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 8)",sum,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 8)",mean_probs,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 8)",max,0.9303055326176713
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 8)",mult,0.9279933938893477
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 8)",vote,0.924690338563171
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 9)",sum,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 9)",mean_probs,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 9)",max,0.9291494632535094
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 9)",mult,0.9233691164327003
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 7, 9)",vote,0.9147811725846408
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 8, 9)",sum,0.914616019818332
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 8, 9)",mean_probs,0.914616019818332
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 8, 9)",max,0.917588769611891
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 8, 9)",mult,0.9162675474814204
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 5, 8, 9)",vote,0.9103220478943023
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 8)",sum,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 8)",mean_probs,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 8)",max,0.928654004954583
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 8)",mult,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 8)",vote,0.9208918249380678
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 9)",sum,0.915606936416185
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 9)",mean_probs,0.915606936416185
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 9)",max,0.9278282411230389
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 9)",mult,0.9213872832369943
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 7, 9)",vote,0.9129644921552436
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 8, 9)",sum,0.9108175061932288
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 8, 9)",mean_probs,0.9108175061932288
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 8, 9)",max,0.916597853014038
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 8, 9)",mult,0.9142857142857143
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 6, 8, 9)",vote,0.9085053674649051
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 7, 8, 9)",sum,0.9233691164327003
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 7, 8, 9)",mean_probs,0.9233691164327003
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 7, 8, 9)",max,0.9301403798513626
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 7, 8, 9)",mult,0.9284888521882741
PKLot,camera1,camera1,64,7,"(0, 1, 3, 4, 7, 8, 9)",vote,0.9177539223781999
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 8)",sum,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 8)",mean_probs,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 8)",max,0.9291494632535094
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 8)",mult,0.9271676300578034
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 8)",vote,0.923534269199009
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 9)",sum,0.9182493806771264
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 9)",mean_probs,0.9182493806771264
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 9)",max,0.9283236994219654
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 9)",mult,0.9232039636663915
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 7, 9)",vote,0.9162675474814204
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 8, 9)",sum,0.91345995045417
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 8, 9)",mean_probs,0.91345995045417
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 8, 9)",max,0.916597853014038
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 8, 9)",mult,0.915606936416185
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 6, 8, 9)",vote,0.9123038810900083
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 7, 8, 9)",sum,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 7, 8, 9)",mean_probs,0.9248554913294798
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 7, 8, 9)",max,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 7, 8, 9)",mult,0.9278282411230389
PKLot,camera1,camera1,64,7,"(0, 1, 3, 5, 7, 8, 9)",vote,0.9217175887696119
PKLot,camera1,camera1,64,7,"(0, 1, 3, 6, 7, 8, 9)",sum,0.9238645747316268
PKLot,camera1,camera1,64,7,"(0, 1, 3, 6, 7, 8, 9)",mean_probs,0.9238645747316268
PKLot,camera1,camera1,64,7,"(0, 1, 3, 6, 7, 8, 9)",max,0.9288191577208919
PKLot,camera1,camera1,64,7,"(0, 1, 3, 6, 7, 8, 9)",mult,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 1, 3, 6, 7, 8, 9)",vote,0.9172584640792734
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 8)",sum,0.923699421965318
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 8)",mean_probs,0.923699421965318
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 8)",max,0.9304706853839801
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 8)",mult,0.9265070189925682
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 8)",vote,0.9207266721717589
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 9)",sum,0.9157720891824938
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 9)",mean_probs,0.9157720891824938
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 9)",max,0.9288191577208919
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 9)",mult,0.9208918249380678
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 7, 9)",vote,0.913625103220479
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 8, 9)",sum,0.9127993393889348
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 8, 9)",mean_probs,0.9127993393889348
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 8, 9)",max,0.9184145334434352
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 8, 9)",mult,0.9149463253509497
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 6, 8, 9)",vote,0.9094962840627581
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 7, 8, 9)",sum,0.9217175887696119
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 7, 8, 9)",mean_probs,0.9217175887696119
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 7, 8, 9)",max,0.9321222130470685
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 7, 8, 9)",mult,0.9268373245251857
PKLot,camera1,camera1,64,7,"(0, 1, 4, 5, 7, 8, 9)",vote,0.916597853014038
PKLot,camera1,camera1,64,7,"(0, 1, 4, 6, 7, 8, 9)",sum,0.9202312138728324
PKLot,camera1,camera1,64,7,"(0, 1, 4, 6, 7, 8, 9)",mean_probs,0.9202312138728324
PKLot,camera1,camera1,64,7,"(0, 1, 4, 6, 7, 8, 9)",max,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 1, 4, 6, 7, 8, 9)",mult,0.924525185796862
PKLot,camera1,camera1,64,7,"(0, 1, 4, 6, 7, 8, 9)",vote,0.9144508670520232
PKLot,camera1,camera1,64,7,"(0, 1, 5, 6, 7, 8, 9)",sum,0.9222130470685383
PKLot,camera1,camera1,64,7,"(0, 1, 5, 6, 7, 8, 9)",mean_probs,0.9222130470685383
PKLot,camera1,camera1,64,7,"(0, 1, 5, 6, 7, 8, 9)",max,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 1, 5, 6, 7, 8, 9)",mult,0.9255161023947152
PKLot,camera1,camera1,64,7,"(0, 1, 5, 6, 7, 8, 9)",vote,0.9179190751445087
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 7)",sum,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 7)",mean_probs,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 7)",max,0.9301403798513626
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 7)",mult,0.928654004954583
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 7)",vote,0.922708505367465
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 8)",sum,0.9228736581337738
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 8)",mean_probs,0.9228736581337738
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 8)",max,0.9187448389760529
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 8)",mult,0.9230388109000826
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 8)",vote,0.9202312138728324
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 9)",sum,0.9139554087530967
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 9)",mean_probs,0.9139554087530967
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 9)",max,0.9144508670520232
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 9)",mult,0.9154417836498762
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 6, 9)",vote,0.9139554087530967
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 8)",sum,0.9308009909165978
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 8)",mean_probs,0.9308009909165978
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 8)",max,0.9317919075144508
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 8)",mult,0.9312964492155243
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 8)",vote,0.9284888521882741
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 9)",sum,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 9)",mean_probs,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 9)",max,0.9311312964492156
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 9)",mult,0.9281585466556564
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 7, 9)",vote,0.9210569777043766
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 8, 9)",sum,0.9203963666391412
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 8, 9)",mean_probs,0.9203963666391412
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 8, 9)",max,0.9199009083402147
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 8, 9)",mult,0.9213872832369943
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 5, 8, 9)",vote,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 8)",sum,0.9293146160198184
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 8)",mean_probs,0.9293146160198184
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 8)",max,0.9303055326176713
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 8)",mult,0.9301403798513626
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 8)",vote,0.9258464079273327
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 9)",sum,0.9238645747316268
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 9)",mean_probs,0.9238645747316268
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 9)",max,0.929644921552436
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 9)",mult,0.9263418662262592
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 7, 9)",vote,0.9162675474814204
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 8, 9)",sum,0.9184145334434352
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 8, 9)",mean_probs,0.9184145334434352
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 8, 9)",max,0.9190751445086706
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 8, 9)",mult,0.9197357555739059
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 6, 8, 9)",vote,0.9147811725846408
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 7, 8, 9)",sum,0.9279933938893477
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 7, 8, 9)",mean_probs,0.9279933938893477
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 7, 8, 9)",max,0.932617671345995
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 7, 8, 9)",mult,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 2, 3, 4, 7, 8, 9)",vote,0.9251857968620975
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 8)",sum,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 8)",mean_probs,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 8)",max,0.9304706853839801
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 8)",mult,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 8)",vote,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 9)",sum,0.924525185796862
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 9)",mean_probs,0.924525185796862
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 9)",max,0.9303055326176713
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 9)",mult,0.9268373245251857
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 7, 9)",vote,0.9200660611065236
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 8, 9)",sum,0.9212221304706854
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 8, 9)",mean_probs,0.9212221304706854
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 8, 9)",max,0.9192402972749794
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 8, 9)",mult,0.922708505367465
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 6, 8, 9)",vote,0.9184145334434352
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 7, 8, 9)",sum,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 7, 8, 9)",mean_probs,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 7, 8, 9)",max,0.9317919075144508
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 7, 8, 9)",mult,0.9308009909165978
PKLot,camera1,camera1,64,7,"(0, 2, 3, 5, 7, 8, 9)",vote,0.926672171758877
PKLot,camera1,camera1,64,7,"(0, 2, 3, 6, 7, 8, 9)",sum,0.9289843104872006
PKLot,camera1,camera1,64,7,"(0, 2, 3, 6, 7, 8, 9)",mean_probs,0.9289843104872006
PKLot,camera1,camera1,64,7,"(0, 2, 3, 6, 7, 8, 9)",max,0.9304706853839801
PKLot,camera1,camera1,64,7,"(0, 2, 3, 6, 7, 8, 9)",mult,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 2, 3, 6, 7, 8, 9)",vote,0.9232039636663915
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 8)",sum,0.9291494632535094
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 8)",mean_probs,0.9291494632535094
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 8)",max,0.9311312964492156
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 8)",mult,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 8)",vote,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 9)",sum,0.9212221304706854
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 9)",mean_probs,0.9212221304706854
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 9)",max,0.9304706853839801
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 9)",mult,0.924690338563171
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 7, 9)",vote,0.9177539223781999
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 8, 9)",sum,0.9180842279108175
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 8, 9)",mean_probs,0.9180842279108175
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 8, 9)",max,0.9207266721717589
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 8, 9)",mult,0.9189099917423617
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 6, 8, 9)",vote,0.9152766308835673
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 7, 8, 9)",sum,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 7, 8, 9)",mean_probs,0.9270024772914947
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 7, 8, 9)",max,0.932617671345995
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 7, 8, 9)",mult,0.9291494632535094
PKLot,camera1,camera1,64,7,"(0, 2, 4, 5, 7, 8, 9)",vote,0.925681255161024
PKLot,camera1,camera1,64,7,"(0, 2, 4, 6, 7, 8, 9)",sum,0.9255161023947152
PKLot,camera1,camera1,64,7,"(0, 2, 4, 6, 7, 8, 9)",mean_probs,0.9255161023947152
PKLot,camera1,camera1,64,7,"(0, 2, 4, 6, 7, 8, 9)",max,0.9312964492155243
PKLot,camera1,camera1,64,7,"(0, 2, 4, 6, 7, 8, 9)",mult,0.9281585466556564
PKLot,camera1,camera1,64,7,"(0, 2, 4, 6, 7, 8, 9)",vote,0.9223781998348473
PKLot,camera1,camera1,64,7,"(0, 2, 5, 6, 7, 8, 9)",sum,0.9271676300578034
PKLot,camera1,camera1,64,7,"(0, 2, 5, 6, 7, 8, 9)",mean_probs,0.9271676300578034
PKLot,camera1,camera1,64,7,"(0, 2, 5, 6, 7, 8, 9)",max,0.9304706853839801
PKLot,camera1,camera1,64,7,"(0, 2, 5, 6, 7, 8, 9)",mult,0.9288191577208919
PKLot,camera1,camera1,64,7,"(0, 2, 5, 6, 7, 8, 9)",vote,0.924690338563171
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 8)",sum,0.9261767134599505
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 8)",mean_probs,0.9261767134599505
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 8)",max,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 8)",mult,0.9294797687861271
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 8)",vote,0.9223781998348473
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 9)",sum,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 9)",mean_probs,0.9185796862097441
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 9)",max,0.9299752270850536
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 9)",mult,0.924690338563171
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 7, 9)",vote,0.914616019818332
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 8, 9)",sum,0.9141205615194055
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 8, 9)",mean_probs,0.9141205615194055
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 8, 9)",max,0.9174236168455822
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 8, 9)",mult,0.9161023947151115
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 6, 8, 9)",vote,0.9124690338563171
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 7, 8, 9)",sum,0.9243600330305533
PKLot,camera1,camera1,64,7,"(0, 3, 4, 5, 7, 8, 9)",mean_probs,0.9243600330305533
