Fusao,Base do Autoencoder,Base de Treino,Base de Teste,Acuracia,Batch
SumFusion,PKLot,camera9,camera9,0.938,256
SumFusion,PKLot,camera9,camera9,0.949,512
SumFusion,PKLot,camera9,camera9,0.952,1024
MultFusion,PKLot,camera1,camera1,0.924,64
MultFusion,PKLot,camera1,camera1,0.937,128
MultFusion,PKLot,camera1,camera1,0.947,256
MultFusion,PKLot,camera1,camera1,0.945,512
MultFusion,PKLot,camera1,camera1,0.964,1024
MultFusion,PKLot,camera1,camera2,0.516,64
MultFusion,PKLot,camera1,camera2,0.514,128
MultFusion,PKLot,camera1,camera2,0.508,256
MultFusion,PKLot,camera1,camera2,0.517,512
MultFusion,PKLot,camera1,camera2,0.51,1024
MultFusion,PKLot,camera1,camera3,0.502,64
MultFusion,PKLot,camera1,camera3,0.502,128
MultFusion,PKLot,camera1,camera3,0.504,256
MultFusion,PKLot,camera1,camera3,0.502,512
MultFusion,PKLot,camera1,camera3,0.502,1024
MultFusion,PKLot,camera1,camera4,0.501,64
MultFusion,PKLot,camera1,camera4,0.5,128
MultFusion,PKLot,camera1,camera4,0.499,256
MultFusion,PKLot,camera1,camera4,0.501,512
MultFusion,PKLot,camera1,camera4,0.5,1024
MultFusion,PKLot,camera1,camera5,0.502,64
MultFusion,PKLot,camera1,camera5,0.5,128
MultFusion,PKLot,camera1,camera5,0.501,256
MultFusion,PKLot,camera1,camera5,0.501,512
MultFusion,PKLot,camera1,camera5,0.501,1024
MultFusion,PKLot,camera1,camera6,0.504,64
MultFusion,PKLot,camera1,camera6,0.507,128
MultFusion,PKLot,camera1,camera6,0.505,256
MultFusion,PKLot,camera1,camera6,0.508,512
MultFusion,PKLot,camera1,camera6,0.508,1024
MultFusion,PKLot,camera1,camera7,0.493,64
MultFusion,PKLot,camera1,camera7,0.497,128
MultFusion,PKLot,camera1,camera7,0.499,256
MultFusion,PKLot,camera1,camera7,0.499,512
MultFusion,PKLot,camera1,camera7,0.496,1024
MultFusion,PKLot,camera1,camera8,0.497,64
MultFusion,PKLot,camera1,camera8,0.498,128
MultFusion,PKLot,camera1,camera8,0.499,256
MultFusion,PKLot,camera1,camera8,0.497,512
MultFusion,PKLot,camera1,camera8,0.498,1024
MultFusion,PKLot,camera1,camera9,0.494,64
MultFusion,PKLot,camera1,camera9,0.489,128
MultFusion,PKLot,camera1,camera9,0.489,256
MultFusion,PKLot,camera1,camera9,0.492,512
MultFusion,PKLot,camera1,camera9,0.495,1024
MultFusion,PKLot,camera2,camera1,0.51,64
MultFusion,PKLot,camera2,camera1,0.508,128
MultFusion,PKLot,camera2,camera1,0.504,256
MultFusion,PKLot,camera2,camera1,0.503,512
MultFusion,PKLot,camera2,camera1,0.504,1024
MultFusion,PKLot,camera2,camera2,0.96,64
MultFusion,PKLot,camera2,camera2,0.972,128
MultFusion,PKLot,camera2,camera2,0.974,256
MultFusion,PKLot,camera2,camera2,0.983,512
MultFusion,PKLot,camera2,camera2,0.984,1024
MultFusion,PKLot,camera2,camera3,0.498,64
MultFusion,PKLot,camera2,camera3,0.5,128
MultFusion,PKLot,camera2,camera3,0.497,256
MultFusion,PKLot,camera2,camera3,0.5,512
MultFusion,PKLot,camera2,camera3,0.503,1024
MultFusion,PKLot,camera2,camera4,0.504,64
MultFusion,PKLot,camera2,camera4,0.501,128
MultFusion,PKLot,camera2,camera4,0.502,256
MultFusion,PKLot,camera2,camera4,0.503,512
MultFusion,PKLot,camera2,camera4,0.503,1024
MultFusion,PKLot,camera2,camera5,0.503,64
MultFusion,PKLot,camera2,camera5,0.505,128
MultFusion,PKLot,camera2,camera5,0.501,256
MultFusion,PKLot,camera2,camera5,0.503,512
MultFusion,PKLot,camera2,camera5,0.5,1024
MultFusion,PKLot,camera2,camera6,0.503,64
MultFusion,PKLot,camera2,camera6,0.506,128
MultFusion,PKLot,camera2,camera6,0.506,256
MultFusion,PKLot,camera2,camera6,0.507,512
MultFusion,PKLot,camera2,camera6,0.505,1024
MultFusion,PKLot,camera2,camera7,0.484,64
MultFusion,PKLot,camera2,camera7,0.491,128
MultFusion,PKLot,camera2,camera7,0.495,256
MultFusion,PKLot,camera2,camera7,0.494,512
MultFusion,PKLot,camera2,camera7,0.495,1024
MultFusion,PKLot,camera2,camera8,0.497,64
MultFusion,PKLot,camera2,camera8,0.497,128
MultFusion,PKLot,camera2,camera8,0.496,256
MultFusion,PKLot,camera2,camera8,0.496,512
MultFusion,PKLot,camera2,camera8,0.498,1024
MultFusion,PKLot,camera2,camera9,0.491,64
MultFusion,PKLot,camera2,camera9,0.488,128
MultFusion,PKLot,camera2,camera9,0.492,256
MultFusion,PKLot,camera2,camera9,0.492,512
MultFusion,PKLot,camera2,camera9,0.493,1024
MultFusion,PKLot,camera3,camera1,0.505,64
MultFusion,PKLot,camera3,camera1,0.502,128
MultFusion,PKLot,camera3,camera1,0.498,256
MultFusion,PKLot,camera3,camera1,0.499,512
MultFusion,PKLot,camera3,camera1,0.503,1024
MultFusion,PKLot,camera3,camera2,0.523,64
MultFusion,PKLot,camera3,camera2,0.505,128
MultFusion,PKLot,camera3,camera2,0.51,256
MultFusion,PKLot,camera3,camera2,0.509,512
MultFusion,PKLot,camera3,camera2,0.509,1024
MultFusion,PKLot,camera3,camera3,0.966,64
MultFusion,PKLot,camera3,camera3,0.965,128
MultFusion,PKLot,camera3,camera3,0.967,256
MultFusion,PKLot,camera3,camera3,0.975,512
MultFusion,PKLot,camera3,camera3,0.978,1024
MultFusion,PKLot,camera3,camera4,0.504,64
MultFusion,PKLot,camera3,camera4,0.501,128
MultFusion,PKLot,camera3,camera4,0.503,256
MultFusion,PKLot,camera3,camera4,0.502,512
MultFusion,PKLot,camera3,camera4,0.501,1024
MultFusion,PKLot,camera3,camera5,0.498,64
MultFusion,PKLot,camera3,camera5,0.498,128
MultFusion,PKLot,camera3,camera5,0.5,256
MultFusion,PKLot,camera3,camera5,0.503,512
MultFusion,PKLot,camera3,camera5,0.502,1024
MultFusion,PKLot,camera3,camera6,0.504,64
MultFusion,PKLot,camera3,camera6,0.505,128
MultFusion,PKLot,camera3,camera6,0.503,256
MultFusion,PKLot,camera3,camera6,0.504,512
MultFusion,PKLot,camera3,camera6,0.504,1024
MultFusion,PKLot,camera3,camera7,0.49,64
MultFusion,PKLot,camera3,camera7,0.49,128
MultFusion,PKLot,camera3,camera7,0.491,256
MultFusion,PKLot,camera3,camera7,0.493,512
MultFusion,PKLot,camera3,camera7,0.492,1024
MultFusion,PKLot,camera3,camera8,0.496,64
MultFusion,PKLot,camera3,camera8,0.497,128
MultFusion,PKLot,camera3,camera8,0.496,256
MultFusion,PKLot,camera3,camera8,0.495,512
MultFusion,PKLot,camera3,camera8,0.496,1024
MultFusion,PKLot,camera3,camera9,0.486,64
MultFusion,PKLot,camera3,camera9,0.492,128
MultFusion,PKLot,camera3,camera9,0.489,256
MultFusion,PKLot,camera3,camera9,0.49,512
MultFusion,PKLot,camera3,camera9,0.492,1024
MultFusion,PKLot,camera4,camera1,0.512,64
MultFusion,PKLot,camera4,camera1,0.508,128
MultFusion,PKLot,camera4,camera1,0.506,256
MultFusion,PKLot,camera4,camera1,0.505,512
MultFusion,PKLot,camera4,camera1,0.505,1024
MultFusion,PKLot,camera4,camera2,0.527,64
MultFusion,PKLot,camera4,camera2,0.517,128
MultFusion,PKLot,camera4,camera2,0.518,256
MultFusion,PKLot,camera4,camera2,0.52,512
MultFusion,PKLot,camera4,camera2,0.515,1024
MultFusion,PKLot,camera4,camera3,0.501,64
MultFusion,PKLot,camera4,camera3,0.499,128
MultFusion,PKLot,camera4,camera3,0.498,256
MultFusion,PKLot,camera4,camera3,0.497,512
MultFusion,PKLot,camera4,camera3,0.496,1024
MultFusion,PKLot,camera4,camera4,0.957,64
MultFusion,PKLot,camera4,camera4,0.944,128
MultFusion,PKLot,camera4,camera4,0.958,256
MultFusion,PKLot,camera4,camera4,0.957,512
MultFusion,PKLot,camera4,camera4,0.958,1024
MultFusion,PKLot,camera4,camera5,0.502,64
MultFusion,PKLot,camera4,camera5,0.501,128
MultFusion,PKLot,camera4,camera5,0.502,256
MultFusion,PKLot,camera4,camera5,0.502,512
MultFusion,PKLot,camera4,camera5,0.502,1024
MultFusion,PKLot,camera4,camera6,0.502,64
MultFusion,PKLot,camera4,camera6,0.506,128
MultFusion,PKLot,camera4,camera6,0.504,256
MultFusion,PKLot,camera4,camera6,0.504,512
MultFusion,PKLot,camera4,camera6,0.505,1024
MultFusion,PKLot,camera4,camera7,0.484,64
MultFusion,PKLot,camera4,camera7,0.485,128
MultFusion,PKLot,camera4,camera7,0.488,256
MultFusion,PKLot,camera4,camera7,0.489,512
MultFusion,PKLot,camera4,camera7,0.492,1024
MultFusion,PKLot,camera4,camera8,0.494,64
MultFusion,PKLot,camera4,camera8,0.494,128
MultFusion,PKLot,camera4,camera8,0.494,256
MultFusion,PKLot,camera4,camera8,0.495,512
MultFusion,PKLot,camera4,camera8,0.495,1024
MultFusion,PKLot,camera4,camera9,0.492,64
MultFusion,PKLot,camera4,camera9,0.491,128
MultFusion,PKLot,camera4,camera9,0.49,256
MultFusion,PKLot,camera4,camera9,0.49,512
MultFusion,PKLot,camera4,camera9,0.493,1024
MultFusion,PKLot,camera5,camera1,0.513,64
MultFusion,PKLot,camera5,camera1,0.502,128
MultFusion,PKLot,camera5,camera1,0.504,256
MultFusion,PKLot,camera5,camera1,0.502,512
MultFusion,PKLot,camera5,camera1,0.5,1024
MultFusion,PKLot,camera5,camera2,0.514,64
MultFusion,PKLot,camera5,camera2,0.511,128
MultFusion,PKLot,camera5,camera2,0.519,256
MultFusion,PKLot,camera5,camera2,0.517,512
MultFusion,PKLot,camera5,camera2,0.511,1024
MultFusion,PKLot,camera5,camera3,0.498,64
MultFusion,PKLot,camera5,camera3,0.498,128
MultFusion,PKLot,camera5,camera3,0.497,256
MultFusion,PKLot,camera5,camera3,0.498,512
MultFusion,PKLot,camera5,camera3,0.5,1024
MultFusion,PKLot,camera5,camera4,0.501,64
MultFusion,PKLot,camera5,camera4,0.503,128
MultFusion,PKLot,camera5,camera4,0.502,256
MultFusion,PKLot,camera5,camera4,0.501,512
MultFusion,PKLot,camera5,camera4,0.502,1024
MultFusion,PKLot,camera5,camera5,0.893,64
MultFusion,PKLot,camera5,camera5,0.906,128
MultFusion,PKLot,camera5,camera5,0.938,256
MultFusion,PKLot,camera5,camera5,0.948,512
MultFusion,PKLot,camera5,camera5,0.952,1024
MultFusion,PKLot,camera5,camera6,0.507,64
MultFusion,PKLot,camera5,camera6,0.507,128
MultFusion,PKLot,camera5,camera6,0.506,256
MultFusion,PKLot,camera5,camera6,0.505,512
MultFusion,PKLot,camera5,camera6,0.506,1024
MultFusion,PKLot,camera5,camera7,0.488,64
MultFusion,PKLot,camera5,camera7,0.494,128
MultFusion,PKLot,camera5,camera7,0.493,256
MultFusion,PKLot,camera5,camera7,0.494,512
MultFusion,PKLot,camera5,camera7,0.494,1024
MultFusion,PKLot,camera5,camera8,0.497,64
MultFusion,PKLot,camera5,camera8,0.496,128
MultFusion,PKLot,camera5,camera8,0.495,256
MultFusion,PKLot,camera5,camera8,0.497,512
MultFusion,PKLot,camera5,camera8,0.497,1024
MultFusion,PKLot,camera5,camera9,0.494,64
MultFusion,PKLot,camera5,camera9,0.49,128
MultFusion,PKLot,camera5,camera9,0.491,256
MultFusion,PKLot,camera5,camera9,0.492,512
MultFusion,PKLot,camera5,camera9,0.491,1024
MultFusion,PKLot,camera6,camera1,0.506,64
MultFusion,PKLot,camera6,camera1,0.506,128
MultFusion,PKLot,camera6,camera1,0.507,256
MultFusion,PKLot,camera6,camera1,0.507,512
MultFusion,PKLot,camera6,camera1,0.51,1024
MultFusion,PKLot,camera6,camera2,0.511,64
MultFusion,PKLot,camera6,camera2,0.51,128
MultFusion,PKLot,camera6,camera2,0.528,256
MultFusion,PKLot,camera6,camera2,0.526,512
MultFusion,PKLot,camera6,camera2,0.518,1024
MultFusion,PKLot,camera6,camera3,0.502,64
MultFusion,PKLot,camera6,camera3,0.5,128
MultFusion,PKLot,camera6,camera3,0.499,256
MultFusion,PKLot,camera6,camera3,0.496,512
MultFusion,PKLot,camera6,camera3,0.499,1024
MultFusion,PKLot,camera6,camera4,0.501,64
MultFusion,PKLot,camera6,camera4,0.503,128
MultFusion,PKLot,camera6,camera4,0.502,256
MultFusion,PKLot,camera6,camera4,0.505,512
MultFusion,PKLot,camera6,camera4,0.503,1024
MultFusion,PKLot,camera6,camera5,0.499,64
MultFusion,PKLot,camera6,camera5,0.501,128
MultFusion,PKLot,camera6,camera5,0.499,256
MultFusion,PKLot,camera6,camera5,0.499,512
MultFusion,PKLot,camera6,camera5,0.499,1024
MultFusion,PKLot,camera6,camera6,0.942,64
MultFusion,PKLot,camera6,camera6,0.942,128
MultFusion,PKLot,camera6,camera6,0.956,256
MultFusion,PKLot,camera6,camera6,0.95,512
MultFusion,PKLot,camera6,camera6,0.97,1024
MultFusion,PKLot,camera6,camera7,0.491,64
MultFusion,PKLot,camera6,camera7,0.492,128
MultFusion,PKLot,camera6,camera7,0.488,256
MultFusion,PKLot,camera6,camera7,0.489,512
MultFusion,PKLot,camera6,camera7,0.491,1024
MultFusion,PKLot,camera6,camera8,0.498,64
MultFusion,PKLot,camera6,camera8,0.496,128
MultFusion,PKLot,camera6,camera8,0.495,256
MultFusion,PKLot,camera6,camera8,0.495,512
MultFusion,PKLot,camera6,camera8,0.497,1024
MultFusion,PKLot,camera6,camera9,0.492,64
MultFusion,PKLot,camera6,camera9,0.489,128
MultFusion,PKLot,camera6,camera9,0.493,256
MultFusion,PKLot,camera6,camera9,0.493,512
MultFusion,PKLot,camera6,camera9,0.495,1024
MultFusion,PKLot,camera7,camera1,0.493,64
MultFusion,PKLot,camera7,camera1,0.496,128
MultFusion,PKLot,camera7,camera1,0.495,256
MultFusion,PKLot,camera7,camera1,0.498,512
MultFusion,PKLot,camera7,camera1,0.499,1024
MultFusion,PKLot,camera7,camera2,0.507,64
MultFusion,PKLot,camera7,camera2,0.51,128
MultFusion,PKLot,camera7,camera2,0.51,256
MultFusion,PKLot,camera7,camera2,0.514,512
MultFusion,PKLot,camera7,camera2,0.517,1024
MultFusion,PKLot,camera7,camera3,0.5,64
MultFusion,PKLot,camera7,camera3,0.501,128
MultFusion,PKLot,camera7,camera3,0.501,256
MultFusion,PKLot,camera7,camera3,0.503,512
MultFusion,PKLot,camera7,camera3,0.501,1024
MultFusion,PKLot,camera7,camera4,0.503,64
MultFusion,PKLot,camera7,camera4,0.501,128
MultFusion,PKLot,camera7,camera4,0.499,256
MultFusion,PKLot,camera7,camera4,0.5,512
MultFusion,PKLot,camera7,camera4,0.501,1024
MultFusion,PKLot,camera7,camera5,0.499,64
MultFusion,PKLot,camera7,camera5,0.499,128
MultFusion,PKLot,camera7,camera5,0.5,256
MultFusion,PKLot,camera7,camera5,0.499,512
MultFusion,PKLot,camera7,camera5,0.499,1024
MultFusion,PKLot,camera7,camera6,0.506,64
MultFusion,PKLot,camera7,camera6,0.505,128
MultFusion,PKLot,camera7,camera6,0.504,256
MultFusion,PKLot,camera7,camera6,0.506,512
MultFusion,PKLot,camera7,camera6,0.506,1024
MultFusion,PKLot,camera7,camera7,0.933,64
MultFusion,PKLot,camera7,camera7,0.933,128
MultFusion,PKLot,camera7,camera7,0.92,256
MultFusion,PKLot,camera7,camera7,0.929,512
MultFusion,PKLot,camera7,camera7,0.927,1024
MultFusion,PKLot,camera7,camera8,0.503,64
MultFusion,PKLot,camera7,camera8,0.501,128
MultFusion,PKLot,camera7,camera8,0.499,256
MultFusion,PKLot,camera7,camera8,0.499,512
MultFusion,PKLot,camera7,camera8,0.5,1024
MultFusion,PKLot,camera7,camera9,0.491,64
MultFusion,PKLot,camera7,camera9,0.487,128
MultFusion,PKLot,camera7,camera9,0.491,256
MultFusion,PKLot,camera7,camera9,0.491,512
MultFusion,PKLot,camera7,camera9,0.49,1024
MultFusion,PKLot,camera8,camera1,0.509,64
MultFusion,PKLot,camera8,camera1,0.509,128
MultFusion,PKLot,camera8,camera1,0.505,256
MultFusion,PKLot,camera8,camera1,0.509,512
MultFusion,PKLot,camera8,camera1,0.506,1024
MultFusion,PKLot,camera8,camera2,0.535,64
MultFusion,PKLot,camera8,camera2,0.534,128
MultFusion,PKLot,camera8,camera2,0.528,256
MultFusion,PKLot,camera8,camera2,0.523,512
MultFusion,PKLot,camera8,camera2,0.519,1024
MultFusion,PKLot,camera8,camera3,0.5,64
MultFusion,PKLot,camera8,camera3,0.499,128
MultFusion,PKLot,camera8,camera3,0.499,256
MultFusion,PKLot,camera8,camera3,0.501,512
MultFusion,PKLot,camera8,camera3,0.498,1024
MultFusion,PKLot,camera8,camera4,0.504,64
MultFusion,PKLot,camera8,camera4,0.501,128
MultFusion,PKLot,camera8,camera4,0.504,256
MultFusion,PKLot,camera8,camera4,0.502,512
MultFusion,PKLot,camera8,camera4,0.499,1024
MultFusion,PKLot,camera8,camera5,0.498,64
MultFusion,PKLot,camera8,camera5,0.498,128
MultFusion,PKLot,camera8,camera5,0.499,256
MultFusion,PKLot,camera8,camera5,0.502,512
MultFusion,PKLot,camera8,camera5,0.501,1024
MultFusion,PKLot,camera8,camera6,0.506,64
MultFusion,PKLot,camera8,camera6,0.505,128
MultFusion,PKLot,camera8,camera6,0.506,256
MultFusion,PKLot,camera8,camera6,0.504,512
MultFusion,PKLot,camera8,camera6,0.504,1024
MultFusion,PKLot,camera8,camera7,0.488,64
MultFusion,PKLot,camera8,camera7,0.493,128
MultFusion,PKLot,camera8,camera7,0.491,256
MultFusion,PKLot,camera8,camera7,0.492,512
MultFusion,PKLot,camera8,camera7,0.491,1024
MultFusion,PKLot,camera8,camera8,0.948,64
MultFusion,PKLot,camera8,camera8,0.959,128
MultFusion,PKLot,camera8,camera8,0.969,256
MultFusion,PKLot,camera8,camera8,0.966,512
MultFusion,PKLot,camera8,camera8,0.97,1024
MultFusion,PKLot,camera8,camera9,0.493,64
MultFusion,PKLot,camera8,camera9,0.491,128
MultFusion,PKLot,camera8,camera9,0.493,256
MultFusion,PKLot,camera8,camera9,0.492,512
MultFusion,PKLot,camera8,camera9,0.493,1024
MultFusion,PKLot,camera9,camera1,0.508,64
MultFusion,PKLot,camera9,camera1,0.506,128
MultFusion,PKLot,camera9,camera1,0.501,256
MultFusion,PKLot,camera9,camera1,0.502,512
MultFusion,PKLot,camera9,camera1,0.499,1024
MultFusion,PKLot,camera9,camera2,0.514,64
MultFusion,PKLot,camera9,camera2,0.509,128
MultFusion,PKLot,camera9,camera2,0.508,256
MultFusion,PKLot,camera9,camera2,0.509,512
MultFusion,PKLot,camera9,camera2,0.508,1024
MultFusion,PKLot,camera9,camera3,0.5,64
MultFusion,PKLot,camera9,camera3,0.501,128
MultFusion,PKLot,camera9,camera3,0.499,256
MultFusion,PKLot,camera9,camera3,0.5,512
MultFusion,PKLot,camera9,camera3,0.5,1024
MultFusion,PKLot,camera9,camera4,0.505,64
MultFusion,PKLot,camera9,camera4,0.505,128
MultFusion,PKLot,camera9,camera4,0.503,256
MultFusion,PKLot,camera9,camera4,0.502,512
MultFusion,PKLot,camera9,camera4,0.503,1024
MultFusion,PKLot,camera9,camera5,0.499,64
MultFusion,PKLot,camera9,camera5,0.499,128
MultFusion,PKLot,camera9,camera5,0.501,256
MultFusion,PKLot,camera9,camera5,0.499,512
MultFusion,PKLot,camera9,camera5,0.5,1024
MultFusion,PKLot,camera9,camera6,0.506,64
MultFusion,PKLot,camera9,camera6,0.506,128
MultFusion,PKLot,camera9,camera6,0.506,256
MultFusion,PKLot,camera9,camera6,0.506,512
MultFusion,PKLot,camera9,camera6,0.507,1024
MultFusion,PKLot,camera9,camera7,0.489,64
MultFusion,PKLot,camera9,camera7,0.491,128
MultFusion,PKLot,camera9,camera7,0.492,256
MultFusion,PKLot,camera9,camera7,0.492,512
MultFusion,PKLot,camera9,camera7,0.492,1024
MultFusion,PKLot,camera9,camera8,0.496,64
MultFusion,PKLot,camera9,camera8,0.498,128
MultFusion,PKLot,camera9,camera8,0.496,256
MultFusion,PKLot,camera9,camera8,0.498,512
MultFusion,PKLot,camera9,camera8,0.497,1024
MultFusion,PKLot,camera9,camera9,0.934,64
MultFusion,PKLot,camera9,camera9,0.927,128
MultFusion,PKLot,camera9,camera9,0.941,256
MultFusion,PKLot,camera9,camera9,0.949,512
MultFusion,PKLot,camera9,camera9,0.953,1024
VoteFusion,PKLot,camera1,camera1,0.924,64
VoteFusion,PKLot,camera1,camera1,0.941,128
VoteFusion,PKLot,camera1,camera1,0.951,256
VoteFusion,PKLot,camera1,camera1,0.952,512
VoteFusion,PKLot,camera1,camera1,0.969,1024
VoteFusion,PKLot,camera1,camera2,0.514,64
VoteFusion,PKLot,camera1,camera2,0.518,128
VoteFusion,PKLot,camera1,camera2,0.508,256
VoteFusion,PKLot,camera1,camera2,0.518,512
VoteFusion,PKLot,camera1,camera2,0.509,1024
VoteFusion,PKLot,camera1,camera3,0.503,64
VoteFusion,PKLot,camera1,camera3,0.501,128
VoteFusion,PKLot,camera1,camera3,0.504,256
VoteFusion,PKLot,camera1,camera3,0.5,512
VoteFusion,PKLot,camera1,camera3,0.5,1024
VoteFusion,PKLot,camera1,camera4,0.501,64
VoteFusion,PKLot,camera1,camera4,0.501,128
VoteFusion,PKLot,camera1,camera4,0.5,256
VoteFusion,PKLot,camera1,camera4,0.501,512
VoteFusion,PKLot,camera1,camera4,0.499,1024
VoteFusion,PKLot,camera1,camera5,0.502,64
VoteFusion,PKLot,camera1,camera5,0.499,128
VoteFusion,PKLot,camera1,camera5,0.5,256
VoteFusion,PKLot,camera1,camera5,0.499,512
VoteFusion,PKLot,camera1,camera5,0.501,1024
VoteFusion,PKLot,camera1,camera6,0.505,64
VoteFusion,PKLot,camera1,camera6,0.507,128
VoteFusion,PKLot,camera1,camera6,0.506,256
VoteFusion,PKLot,camera1,camera6,0.508,512
VoteFusion,PKLot,camera1,camera6,0.506,1024
VoteFusion,PKLot,camera1,camera7,0.492,64
VoteFusion,PKLot,camera1,camera7,0.498,128
VoteFusion,PKLot,camera1,camera7,0.498,256
VoteFusion,PKLot,camera1,camera7,0.498,512
VoteFusion,PKLot,camera1,camera7,0.495,1024
VoteFusion,PKLot,camera1,camera8,0.497,64
VoteFusion,PKLot,camera1,camera8,0.498,128
VoteFusion,PKLot,camera1,camera8,0.498,256
VoteFusion,PKLot,camera1,camera8,0.497,512
VoteFusion,PKLot,camera1,camera8,0.498,1024
VoteFusion,PKLot,camera1,camera9,0.492,64
VoteFusion,PKLot,camera1,camera9,0.492,128
VoteFusion,PKLot,camera1,camera9,0.491,256
VoteFusion,PKLot,camera1,camera9,0.492,512
VoteFusion,PKLot,camera1,camera9,0.494,1024
VoteFusion,PKLot,camera2,camera1,0.512,64
VoteFusion,PKLot,camera2,camera1,0.509,128
VoteFusion,PKLot,camera2,camera1,0.504,256
VoteFusion,PKLot,camera2,camera1,0.506,512
VoteFusion,PKLot,camera2,camera1,0.504,1024
VoteFusion,PKLot,camera2,camera2,0.961,64
VoteFusion,PKLot,camera2,camera2,0.975,128
VoteFusion,PKLot,camera2,camera2,0.975,256
VoteFusion,PKLot,camera2,camera2,0.983,512
VoteFusion,PKLot,camera2,camera2,0.988,1024
VoteFusion,PKLot,camera2,camera3,0.501,64
VoteFusion,PKLot,camera2,camera3,0.501,128
VoteFusion,PKLot,camera2,camera3,0.501,256
VoteFusion,PKLot,camera2,camera3,0.5,512
VoteFusion,PKLot,camera2,camera3,0.5,1024
VoteFusion,PKLot,camera2,camera4,0.503,64
VoteFusion,PKLot,camera2,camera4,0.505,128
VoteFusion,PKLot,camera2,camera4,0.502,256
VoteFusion,PKLot,camera2,camera4,0.503,512
VoteFusion,PKLot,camera2,camera4,0.504,1024
VoteFusion,PKLot,camera2,camera5,0.501,64
VoteFusion,PKLot,camera2,camera5,0.503,128
VoteFusion,PKLot,camera2,camera5,0.503,256
VoteFusion,PKLot,camera2,camera5,0.502,512
VoteFusion,PKLot,camera2,camera5,0.501,1024
VoteFusion,PKLot,camera2,camera6,0.501,64
VoteFusion,PKLot,camera2,camera6,0.503,128
VoteFusion,PKLot,camera2,camera6,0.507,256
VoteFusion,PKLot,camera2,camera6,0.505,512
VoteFusion,PKLot,camera2,camera6,0.505,1024
VoteFusion,PKLot,camera2,camera7,0.488,64
VoteFusion,PKLot,camera2,camera7,0.488,128
VoteFusion,PKLot,camera2,camera7,0.492,256
VoteFusion,PKLot,camera2,camera7,0.493,512
VoteFusion,PKLot,camera2,camera7,0.494,1024
VoteFusion,PKLot,camera2,camera8,0.497,64
VoteFusion,PKLot,camera2,camera8,0.494,128
VoteFusion,PKLot,camera2,camera8,0.494,256
VoteFusion,PKLot,camera2,camera8,0.496,512
VoteFusion,PKLot,camera2,camera8,0.497,1024
VoteFusion,PKLot,camera2,camera9,0.49,64
VoteFusion,PKLot,camera2,camera9,0.491,128
VoteFusion,PKLot,camera2,camera9,0.491,256
VoteFusion,PKLot,camera2,camera9,0.494,512
VoteFusion,PKLot,camera2,camera9,0.492,1024
VoteFusion,PKLot,camera3,camera1,0.509,64
VoteFusion,PKLot,camera3,camera1,0.507,128
VoteFusion,PKLot,camera3,camera1,0.5,256
VoteFusion,PKLot,camera3,camera1,0.501,512
VoteFusion,PKLot,camera3,camera1,0.504,1024
VoteFusion,PKLot,camera3,camera2,0.516,64
VoteFusion,PKLot,camera3,camera2,0.511,128
VoteFusion,PKLot,camera3,camera2,0.512,256
VoteFusion,PKLot,camera3,camera2,0.512,512
VoteFusion,PKLot,camera3,camera2,0.509,1024
VoteFusion,PKLot,camera3,camera3,0.968,64
VoteFusion,PKLot,camera3,camera3,0.969,128
VoteFusion,PKLot,camera3,camera3,0.966,256
VoteFusion,PKLot,camera3,camera3,0.977,512
VoteFusion,PKLot,camera3,camera3,0.981,1024
VoteFusion,PKLot,camera3,camera4,0.506,64
VoteFusion,PKLot,camera3,camera4,0.503,128
VoteFusion,PKLot,camera3,camera4,0.503,256
VoteFusion,PKLot,camera3,camera4,0.504,512
VoteFusion,PKLot,camera3,camera4,0.503,1024
VoteFusion,PKLot,camera3,camera5,0.5,64
VoteFusion,PKLot,camera3,camera5,0.498,128
VoteFusion,PKLot,camera3,camera5,0.501,256
VoteFusion,PKLot,camera3,camera5,0.504,512
VoteFusion,PKLot,camera3,camera5,0.505,1024
VoteFusion,PKLot,camera3,camera6,0.505,64
VoteFusion,PKLot,camera3,camera6,0.506,128
VoteFusion,PKLot,camera3,camera6,0.504,256
VoteFusion,PKLot,camera3,camera6,0.504,512
VoteFusion,PKLot,camera3,camera6,0.504,1024
VoteFusion,PKLot,camera3,camera7,0.49,64
VoteFusion,PKLot,camera3,camera7,0.491,128
VoteFusion,PKLot,camera3,camera7,0.49,256
VoteFusion,PKLot,camera3,camera7,0.492,512
VoteFusion,PKLot,camera3,camera7,0.493,1024
VoteFusion,PKLot,camera3,camera8,0.495,64
VoteFusion,PKLot,camera3,camera8,0.496,128
VoteFusion,PKLot,camera3,camera8,0.496,256
VoteFusion,PKLot,camera3,camera8,0.495,512
VoteFusion,PKLot,camera3,camera8,0.496,1024
VoteFusion,PKLot,camera3,camera9,0.487,64
VoteFusion,PKLot,camera3,camera9,0.487,128
VoteFusion,PKLot,camera3,camera9,0.49,256
VoteFusion,PKLot,camera3,camera9,0.491,512
VoteFusion,PKLot,camera3,camera9,0.491,1024
VoteFusion,PKLot,camera4,camera1,0.514,64
VoteFusion,PKLot,camera4,camera1,0.508,128
VoteFusion,PKLot,camera4,camera1,0.508,256
VoteFusion,PKLot,camera4,camera1,0.509,512
VoteFusion,PKLot,camera4,camera1,0.509,1024
