Fusao,Base do Autoencoder,Base de Treino,Base de Teste,Acuracia,Batch
VoteFusion,PKLot,camera4,camera2,0.523,64
VoteFusion,PKLot,camera4,camera2,0.52,128
VoteFusion,PKLot,camera4,camera2,0.519,256
VoteFusion,PKLot,camera4,camera2,0.519,512
VoteFusion,PKLot,camera4,camera2,0.512,1024
VoteFusion,PKLot,camera4,camera3,0.5,64
VoteFusion,PKLot,camera4,camera3,0.496,128
VoteFusion,PKLot,camera4,camera3,0.497,256
VoteFusion,PKLot,camera4,camera3,0.501,512
VoteFusion,PKLot,camera4,camera3,0.496,1024
VoteFusion,PKLot,camera4,camera4,0.956,64
VoteFusion,PKLot,camera4,camera4,0.946,128
VoteFusion,PKLot,camera4,camera4,0.957,256
VoteFusion,PKLot,camera4,camera4,0.961,512
VoteFusion,PKLot,camera4,camera4,0.959,1024
VoteFusion,PKLot,camera4,camera5,0.502,64
VoteFusion,PKLot,camera4,camera5,0.503,128
VoteFusion,PKLot,camera4,camera5,0.502,256
VoteFusion,PKLot,camera4,camera5,0.505,512
VoteFusion,PKLot,camera4,camera5,0.501,1024
VoteFusion,PKLot,camera4,camera6,0.5,64
VoteFusion,PKLot,camera4,camera6,0.504,128
VoteFusion,PKLot,camera4,camera6,0.504,256
VoteFusion,PKLot,camera4,camera6,0.503,512
VoteFusion,PKLot,camera4,camera6,0.505,1024
VoteFusion,PKLot,camera4,camera7,0.483,64
VoteFusion,PKLot,camera4,camera7,0.484,128
VoteFusion,PKLot,camera4,camera7,0.487,256
VoteFusion,PKLot,camera4,camera7,0.486,512
VoteFusion,PKLot,camera4,camera7,0.491,1024
VoteFusion,PKLot,camera4,camera8,0.495,64
VoteFusion,PKLot,camera4,camera8,0.495,128
VoteFusion,PKLot,camera4,camera8,0.494,256
VoteFusion,PKLot,camera4,camera8,0.494,512
VoteFusion,PKLot,camera4,camera8,0.495,1024
VoteFusion,PKLot,camera4,camera9,0.493,64
VoteFusion,PKLot,camera4,camera9,0.491,128
VoteFusion,PKLot,camera4,camera9,0.49,256
VoteFusion,PKLot,camera4,camera9,0.487,512
VoteFusion,PKLot,camera4,camera9,0.491,1024
VoteFusion,PKLot,camera5,camera1,0.512,64
VoteFusion,PKLot,camera5,camera1,0.509,128
VoteFusion,PKLot,camera5,camera1,0.503,256
VoteFusion,PKLot,camera5,camera1,0.503,512
VoteFusion,PKLot,camera5,camera1,0.502,1024
VoteFusion,PKLot,camera5,camera2,0.514,64
VoteFusion,PKLot,camera5,camera2,0.508,128
VoteFusion,PKLot,camera5,camera2,0.512,256
VoteFusion,PKLot,camera5,camera2,0.516,512
VoteFusion,PKLot,camera5,camera2,0.511,1024
VoteFusion,PKLot,camera5,camera3,0.497,64
VoteFusion,PKLot,camera5,camera3,0.5,128
VoteFusion,PKLot,camera5,camera3,0.498,256
VoteFusion,PKLot,camera5,camera3,0.496,512
VoteFusion,PKLot,camera5,camera3,0.499,1024
VoteFusion,PKLot,camera5,camera4,0.502,64
VoteFusion,PKLot,camera5,camera4,0.504,128
VoteFusion,PKLot,camera5,camera4,0.503,256
VoteFusion,PKLot,camera5,camera4,0.502,512
VoteFusion,PKLot,camera5,camera4,0.501,1024
VoteFusion,PKLot,camera5,camera5,0.892,64
VoteFusion,PKLot,camera5,camera5,0.908,128
VoteFusion,PKLot,camera5,camera5,0.938,256
VoteFusion,PKLot,camera5,camera5,0.947,512
VoteFusion,PKLot,camera5,camera5,0.957,1024
VoteFusion,PKLot,camera5,camera6,0.503,64
VoteFusion,PKLot,camera5,camera6,0.506,128
VoteFusion,PKLot,camera5,camera6,0.506,256
VoteFusion,PKLot,camera5,camera6,0.506,512
VoteFusion,PKLot,camera5,camera6,0.505,1024
VoteFusion,PKLot,camera5,camera7,0.488,64
VoteFusion,PKLot,camera5,camera7,0.492,128
VoteFusion,PKLot,camera5,camera7,0.493,256
VoteFusion,PKLot,camera5,camera7,0.495,512
VoteFusion,PKLot,camera5,camera7,0.495,1024
VoteFusion,PKLot,camera5,camera8,0.497,64
VoteFusion,PKLot,camera5,camera8,0.496,128
VoteFusion,PKLot,camera5,camera8,0.496,256
VoteFusion,PKLot,camera5,camera8,0.497,512
VoteFusion,PKLot,camera5,camera8,0.497,1024
VoteFusion,PKLot,camera5,camera9,0.496,64
VoteFusion,PKLot,camera5,camera9,0.491,128
VoteFusion,PKLot,camera5,camera9,0.49,256
VoteFusion,PKLot,camera5,camera9,0.489,512
VoteFusion,PKLot,camera5,camera9,0.49,1024
VoteFusion,PKLot,camera6,camera1,0.509,64
VoteFusion,PKLot,camera6,camera1,0.515,128
VoteFusion,PKLot,camera6,camera1,0.506,256
VoteFusion,PKLot,camera6,camera1,0.506,512
VoteFusion,PKLot,camera6,camera1,0.511,1024
VoteFusion,PKLot,camera6,camera2,0.512,64
VoteFusion,PKLot,camera6,camera2,0.508,128
VoteFusion,PKLot,camera6,camera2,0.525,256
VoteFusion,PKLot,camera6,camera2,0.522,512
VoteFusion,PKLot,camera6,camera2,0.515,1024
VoteFusion,PKLot,camera6,camera3,0.503,64
VoteFusion,PKLot,camera6,camera3,0.5,128
VoteFusion,PKLot,camera6,camera3,0.5,256
VoteFusion,PKLot,camera6,camera3,0.501,512
VoteFusion,PKLot,camera6,camera3,0.498,1024
VoteFusion,PKLot,camera6,camera4,0.502,64
VoteFusion,PKLot,camera6,camera4,0.504,128
VoteFusion,PKLot,camera6,camera4,0.503,256
VoteFusion,PKLot,camera6,camera4,0.504,512
VoteFusion,PKLot,camera6,camera4,0.504,1024
VoteFusion,PKLot,camera6,camera5,0.5,64
VoteFusion,PKLot,camera6,camera5,0.501,128
VoteFusion,PKLot,camera6,camera5,0.497,256
VoteFusion,PKLot,camera6,camera5,0.5,512
VoteFusion,PKLot,camera6,camera5,0.499,1024
VoteFusion,PKLot,camera6,camera6,0.941,64
VoteFusion,PKLot,camera6,camera6,0.947,128
VoteFusion,PKLot,camera6,camera6,0.958,256
VoteFusion,PKLot,camera6,camera6,0.953,512
VoteFusion,PKLot,camera6,camera6,0.971,1024
VoteFusion,PKLot,camera6,camera7,0.491,64
VoteFusion,PKLot,camera6,camera7,0.49,128
VoteFusion,PKLot,camera6,camera7,0.487,256
VoteFusion,PKLot,camera6,camera7,0.486,512
VoteFusion,PKLot,camera6,camera7,0.49,1024
VoteFusion,PKLot,camera6,camera8,0.497,64
VoteFusion,PKLot,camera6,camera8,0.495,128
VoteFusion,PKLot,camera6,camera8,0.496,256
VoteFusion,PKLot,camera6,camera8,0.496,512
VoteFusion,PKLot,camera6,camera8,0.494,1024
VoteFusion,PKLot,camera6,camera9,0.492,64
VoteFusion,PKLot,camera6,camera9,0.492,128
VoteFusion,PKLot,camera6,camera9,0.494,256
VoteFusion,PKLot,camera6,camera9,0.494,512
VoteFusion,PKLot,camera6,camera9,0.494,1024
VoteFusion,PKLot,camera7,camera1,0.493,64
VoteFusion,PKLot,camera7,camera1,0.497,128
VoteFusion,PKLot,camera7,camera1,0.496,256
VoteFusion,PKLot,camera7,camera1,0.498,512
VoteFusion,PKLot,camera7,camera1,0.502,1024
VoteFusion,PKLot,camera7,camera2,0.505,64
VoteFusion,PKLot,camera7,camera2,0.503,128
VoteFusion,PKLot,camera7,camera2,0.511,256
VoteFusion,PKLot,camera7,camera2,0.514,512
VoteFusion,PKLot,camera7,camera2,0.515,1024
VoteFusion,PKLot,camera7,camera3,0.5,64
VoteFusion,PKLot,camera7,camera3,0.499,128
VoteFusion,PKLot,camera7,camera3,0.501,256
VoteFusion,PKLot,camera7,camera3,0.501,512
VoteFusion,PKLot,camera7,camera3,0.504,1024
VoteFusion,PKLot,camera7,camera4,0.501,64
VoteFusion,PKLot,camera7,camera4,0.5,128
VoteFusion,PKLot,camera7,camera4,0.5,256
VoteFusion,PKLot,camera7,camera4,0.501,512
VoteFusion,PKLot,camera7,camera4,0.502,1024
VoteFusion,PKLot,camera7,camera5,0.499,64
VoteFusion,PKLot,camera7,camera5,0.499,128
VoteFusion,PKLot,camera7,camera5,0.5,256
VoteFusion,PKLot,camera7,camera5,0.498,512
VoteFusion,PKLot,camera7,camera5,0.498,1024
VoteFusion,PKLot,camera7,camera6,0.505,64
VoteFusion,PKLot,camera7,camera6,0.506,128
VoteFusion,PKLot,camera7,camera6,0.504,256
VoteFusion,PKLot,camera7,camera6,0.505,512
VoteFusion,PKLot,camera7,camera6,0.506,1024
VoteFusion,PKLot,camera7,camera7,0.934,64
VoteFusion,PKLot,camera7,camera7,0.933,128
VoteFusion,PKLot,camera7,camera7,0.924,256
VoteFusion,PKLot,camera7,camera7,0.929,512
VoteFusion,PKLot,camera7,camera7,0.928,1024
VoteFusion,PKLot,camera7,camera8,0.503,64
VoteFusion,PKLot,camera7,camera8,0.501,128
VoteFusion,PKLot,camera7,camera8,0.499,256
VoteFusion,PKLot,camera7,camera8,0.498,512
VoteFusion,PKLot,camera7,camera8,0.499,1024
VoteFusion,PKLot,camera7,camera9,0.487,64
VoteFusion,PKLot,camera7,camera9,0.489,128
VoteFusion,PKLot,camera7,camera9,0.491,256
VoteFusion,PKLot,camera7,camera9,0.49,512
VoteFusion,PKLot,camera7,camera9,0.492,1024
VoteFusion,PKLot,camera8,camera1,0.513,64
VoteFusion,PKLot,camera8,camera1,0.509,128
VoteFusion,PKLot,camera8,camera1,0.504,256
VoteFusion,PKLot,camera8,camera1,0.51,512
VoteFusion,PKLot,camera8,camera1,0.51,1024
VoteFusion,PKLot,camera8,camera2,0.529,64
VoteFusion,PKLot,camera8,camera2,0.528,128
VoteFusion,PKLot,camera8,camera2,0.527,256
VoteFusion,PKLot,camera8,camera2,0.517,512
VoteFusion,PKLot,camera8,camera2,0.51,1024
VoteFusion,PKLot,camera8,camera3,0.502,64
VoteFusion,PKLot,camera8,camera3,0.501,128
VoteFusion,PKLot,camera8,camera3,0.5,256
VoteFusion,PKLot,camera8,camera3,0.5,512
VoteFusion,PKLot,camera8,camera3,0.498,1024
VoteFusion,PKLot,camera8,camera4,0.505,64
VoteFusion,PKLot,camera8,camera4,0.504,128
VoteFusion,PKLot,camera8,camera4,0.504,256
VoteFusion,PKLot,camera8,camera4,0.505,512
VoteFusion,PKLot,camera8,camera4,0.5,1024
VoteFusion,PKLot,camera8,camera5,0.498,64
VoteFusion,PKLot,camera8,camera5,0.5,128
VoteFusion,PKLot,camera8,camera5,0.501,256
VoteFusion,PKLot,camera8,camera5,0.504,512
VoteFusion,PKLot,camera8,camera5,0.502,1024
VoteFusion,PKLot,camera8,camera6,0.507,64
VoteFusion,PKLot,camera8,camera6,0.506,128
VoteFusion,PKLot,camera8,camera6,0.506,256
VoteFusion,PKLot,camera8,camera6,0.504,512
VoteFusion,PKLot,camera8,camera6,0.504,1024
VoteFusion,PKLot,camera8,camera7,0.488,64
VoteFusion,PKLot,camera8,camera7,0.492,128
VoteFusion,PKLot,camera8,camera7,0.49,256
VoteFusion,PKLot,camera8,camera7,0.49,512
VoteFusion,PKLot,camera8,camera7,0.49,1024
VoteFusion,PKLot,camera8,camera8,0.943,64
VoteFusion,PKLot,camera8,camera8,0.961,128
VoteFusion,PKLot,camera8,camera8,0.969,256
VoteFusion,PKLot,camera8,camera8,0.967,512
VoteFusion,PKLot,camera8,camera8,0.971,1024
VoteFusion,PKLot,camera8,camera9,0.498,64
VoteFusion,PKLot,camera8,camera9,0.492,128
VoteFusion,PKLot,camera8,camera9,0.493,256
VoteFusion,PKLot,camera8,camera9,0.491,512
VoteFusion,PKLot,camera8,camera9,0.491,1024
VoteFusion,PKLot,camera9,camera1,0.508,64
VoteFusion,PKLot,camera9,camera1,0.507,128
VoteFusion,PKLot,camera9,camera1,0.5,256
VoteFusion,PKLot,camera9,camera1,0.501,512
VoteFusion,PKLot,camera9,camera1,0.5,1024
VoteFusion,PKLot,camera9,camera2,0.516,64
VoteFusion,PKLot,camera9,camera2,0.511,128
VoteFusion,PKLot,camera9,camera2,0.511,256
VoteFusion,PKLot,camera9,camera2,0.514,512
VoteFusion,PKLot,camera9,camera2,0.503,1024
VoteFusion,PKLot,camera9,camera3,0.499,64
VoteFusion,PKLot,camera9,camera3,0.502,128
VoteFusion,PKLot,camera9,camera3,0.501,256
VoteFusion,PKLot,camera9,camera3,0.499,512
VoteFusion,PKLot,camera9,camera3,0.499,1024
VoteFusion,PKLot,camera9,camera4,0.506,64
VoteFusion,PKLot,camera9,camera4,0.504,128
VoteFusion,PKLot,camera9,camera4,0.503,256
VoteFusion,PKLot,camera9,camera4,0.503,512
VoteFusion,PKLot,camera9,camera4,0.502,1024
VoteFusion,PKLot,camera9,camera5,0.502,64
VoteFusion,PKLot,camera9,camera5,0.501,128
VoteFusion,PKLot,camera9,camera5,0.501,256
VoteFusion,PKLot,camera9,camera5,0.5,512
VoteFusion,PKLot,camera9,camera5,0.501,1024
VoteFusion,PKLot,camera9,camera6,0.504,64
VoteFusion,PKLot,camera9,camera6,0.505,128
VoteFusion,PKLot,camera9,camera6,0.506,256
VoteFusion,PKLot,camera9,camera6,0.506,512
VoteFusion,PKLot,camera9,camera6,0.506,1024
VoteFusion,PKLot,camera9,camera7,0.489,64
VoteFusion,PKLot,camera9,camera7,0.488,128
VoteFusion,PKLot,camera9,camera7,0.49,256
VoteFusion,PKLot,camera9,camera7,0.492,512
VoteFusion,PKLot,camera9,camera7,0.492,1024
VoteFusion,PKLot,camera9,camera8,0.498,64
VoteFusion,PKLot,camera9,camera8,0.498,128
VoteFusion,PKLot,camera9,camera8,0.496,256
VoteFusion,PKLot,camera9,camera8,0.497,512
VoteFusion,PKLot,camera9,camera8,0.496,1024
VoteFusion,PKLot,camera9,camera9,0.937,64
VoteFusion,PKLot,camera9,camera9,0.928,128
VoteFusion,PKLot,camera9,camera9,0.938,256
VoteFusion,PKLot,camera9,camera9,0.95,512
VoteFusion,PKLot,camera9,camera9,0.954,1024
SumFusion,Kyoto,PUC,PUC,0.502,64
SumFusion,Kyoto,PUC,PUC,0.502,128
SumFusion,Kyoto,PUC,PUC,0.502,256
SumFusion,Kyoto,PUC,PUC,0.501,512
SumFusion,Kyoto,PUC,PUC,0.502,1024
SumFusion,Kyoto,PUC,UFPR04,0.505,64
SumFusion,Kyoto,PUC,UFPR04,0.507,128
SumFusion,Kyoto,PUC,UFPR04,0.505,256
SumFusion,Kyoto,PUC,UFPR04,0.501,512
SumFusion,Kyoto,PUC,UFPR04,0.503,1024
SumFusion,Kyoto,PUC,UFPR05,0.511,64
SumFusion,Kyoto,PUC,UFPR05,0.515,128
SumFusion,Kyoto,PUC,UFPR05,0.522,256
SumFusion,Kyoto,PUC,UFPR05,0.525,512
SumFusion,Kyoto,PUC,UFPR05,0.528,1024
SumFusion,Kyoto,PUC,camera1,0.511,64
SumFusion,Kyoto,PUC,camera1,0.507,128
SumFusion,Kyoto,PUC,camera1,0.509,256
SumFusion,Kyoto,PUC,camera1,0.508,512
SumFusion,Kyoto,PUC,camera1,0.509,1024
SumFusion,Kyoto,PUC,camera2,0.492,64
SumFusion,Kyoto,PUC,camera2,0.482,128
SumFusion,Kyoto,PUC,camera2,0.484,256
SumFusion,Kyoto,PUC,camera2,0.486,512
SumFusion,Kyoto,PUC,camera2,0.492,1024
SumFusion,Kyoto,PUC,camera3,0.497,64
SumFusion,Kyoto,PUC,camera3,0.496,128
SumFusion,Kyoto,PUC,camera3,0.497,256
SumFusion,Kyoto,PUC,camera3,0.496,512
SumFusion,Kyoto,PUC,camera3,0.498,1024
SumFusion,Kyoto,PUC,camera4,0.499,64
SumFusion,Kyoto,PUC,camera4,0.498,128
SumFusion,Kyoto,PUC,camera4,0.499,256
SumFusion,Kyoto,PUC,camera4,0.499,512
SumFusion,Kyoto,PUC,camera4,0.501,1024
SumFusion,Kyoto,PUC,camera5,0.502,64
SumFusion,Kyoto,PUC,camera5,0.503,128
SumFusion,Kyoto,PUC,camera5,0.502,256
SumFusion,Kyoto,PUC,camera5,0.504,512
SumFusion,Kyoto,PUC,camera5,0.503,1024
SumFusion,Kyoto,PUC,camera6,0.49,64
SumFusion,Kyoto,PUC,camera6,0.493,128
SumFusion,Kyoto,PUC,camera6,0.493,256
SumFusion,Kyoto,PUC,camera6,0.493,512
SumFusion,Kyoto,PUC,camera6,0.493,1024
SumFusion,Kyoto,PUC,camera7,0.504,64
SumFusion,Kyoto,PUC,camera7,0.505,128
SumFusion,Kyoto,PUC,camera7,0.508,256
SumFusion,Kyoto,PUC,camera7,0.506,512
SumFusion,Kyoto,PUC,camera7,0.505,1024
SumFusion,Kyoto,PUC,camera8,0.497,64
SumFusion,Kyoto,PUC,camera8,0.5,128
SumFusion,Kyoto,PUC,camera8,0.501,256
SumFusion,Kyoto,PUC,camera8,0.5,512
SumFusion,Kyoto,PUC,camera8,0.501,1024
SumFusion,Kyoto,PUC,camera9,0.508,64
SumFusion,Kyoto,PUC,camera9,0.509,128
SumFusion,Kyoto,PUC,camera9,0.513,256
SumFusion,Kyoto,PUC,camera9,0.514,512
SumFusion,Kyoto,PUC,camera9,0.512,1024
SumFusion,Kyoto,UFPR04,PUC,0.501,64
SumFusion,Kyoto,UFPR04,PUC,0.501,128
SumFusion,Kyoto,UFPR04,PUC,0.501,256
SumFusion,Kyoto,UFPR04,PUC,0.501,512
SumFusion,Kyoto,UFPR04,PUC,0.501,1024
SumFusion,Kyoto,UFPR04,UFPR04,0.506,64
SumFusion,Kyoto,UFPR04,UFPR04,0.506,128
SumFusion,Kyoto,UFPR04,UFPR04,0.507,256
SumFusion,Kyoto,UFPR04,UFPR04,0.505,512
SumFusion,Kyoto,UFPR04,UFPR04,0.505,1024
SumFusion,Kyoto,UFPR04,UFPR05,0.559,64
SumFusion,Kyoto,UFPR04,UFPR05,0.557,128
SumFusion,Kyoto,UFPR04,UFPR05,0.535,256
SumFusion,Kyoto,UFPR04,UFPR05,0.53,512
SumFusion,Kyoto,UFPR04,UFPR05,0.527,1024
SumFusion,Kyoto,UFPR04,camera1,0.524,64
SumFusion,Kyoto,UFPR04,camera1,0.516,128
SumFusion,Kyoto,UFPR04,camera1,0.504,256
SumFusion,Kyoto,UFPR04,camera1,0.501,512
SumFusion,Kyoto,UFPR04,camera1,0.504,1024
SumFusion,Kyoto,UFPR04,camera2,0.494,64
SumFusion,Kyoto,UFPR04,camera2,0.492,128
SumFusion,Kyoto,UFPR04,camera2,0.495,256
SumFusion,Kyoto,UFPR04,camera2,0.486,512
SumFusion,Kyoto,UFPR04,camera2,0.49,1024
SumFusion,Kyoto,UFPR04,camera3,0.484,64
SumFusion,Kyoto,UFPR04,camera3,0.484,128
SumFusion,Kyoto,UFPR04,camera3,0.496,256
SumFusion,Kyoto,UFPR04,camera3,0.5,512
SumFusion,Kyoto,UFPR04,camera3,0.5,1024
SumFusion,Kyoto,UFPR04,camera4,0.515,64
SumFusion,Kyoto,UFPR04,camera4,0.512,128
SumFusion,Kyoto,UFPR04,camera4,0.505,256
SumFusion,Kyoto,UFPR04,camera4,0.504,512
SumFusion,Kyoto,UFPR04,camera4,0.506,1024
SumFusion,Kyoto,UFPR04,camera5,0.513,64
SumFusion,Kyoto,UFPR04,camera5,0.513,128
SumFusion,Kyoto,UFPR04,camera5,0.508,256
SumFusion,Kyoto,UFPR04,camera5,0.502,512
SumFusion,Kyoto,UFPR04,camera5,0.503,1024
SumFusion,Kyoto,UFPR04,camera6,0.494,64
SumFusion,Kyoto,UFPR04,camera6,0.491,128
SumFusion,Kyoto,UFPR04,camera6,0.498,256
SumFusion,Kyoto,UFPR04,camera6,0.494,512
SumFusion,Kyoto,UFPR04,camera6,0.496,1024
SumFusion,Kyoto,UFPR04,camera7,0.469,64
SumFusion,Kyoto,UFPR04,camera7,0.478,128
SumFusion,Kyoto,UFPR04,camera7,0.496,256
SumFusion,Kyoto,UFPR04,camera7,0.499,512
SumFusion,Kyoto,UFPR04,camera7,0.499,1024
SumFusion,Kyoto,UFPR04,camera8,0.487,64
SumFusion,Kyoto,UFPR04,camera8,0.491,128
SumFusion,Kyoto,UFPR04,camera8,0.499,256
SumFusion,Kyoto,UFPR04,camera8,0.505,512
SumFusion,Kyoto,UFPR04,camera8,0.504,1024
SumFusion,Kyoto,UFPR04,camera9,0.515,64
SumFusion,Kyoto,UFPR04,camera9,0.514,128
SumFusion,Kyoto,UFPR04,camera9,0.508,256
SumFusion,Kyoto,UFPR04,camera9,0.508,512
SumFusion,Kyoto,UFPR04,camera9,0.516,1024
SumFusion,Kyoto,UFPR05,PUC,0.501,64
SumFusion,Kyoto,UFPR05,PUC,0.501,128
SumFusion,Kyoto,UFPR05,PUC,0.501,256
SumFusion,Kyoto,UFPR05,PUC,0.501,512
SumFusion,Kyoto,UFPR05,PUC,0.501,1024
SumFusion,Kyoto,UFPR05,UFPR04,0.535,64
SumFusion,Kyoto,UFPR05,UFPR04,0.534,128
SumFusion,Kyoto,UFPR05,UFPR04,0.526,256
SumFusion,Kyoto,UFPR05,UFPR04,0.524,512
SumFusion,Kyoto,UFPR05,UFPR04,0.518,1024
SumFusion,Kyoto,UFPR05,UFPR05,0.509,64
SumFusion,Kyoto,UFPR05,UFPR05,0.51,128
SumFusion,Kyoto,UFPR05,UFPR05,0.51,256
SumFusion,Kyoto,UFPR05,UFPR05,0.51,512
SumFusion,Kyoto,UFPR05,UFPR05,0.509,1024
SumFusion,Kyoto,UFPR05,camera1,0.468,64
SumFusion,Kyoto,UFPR05,camera1,0.474,128
SumFusion,Kyoto,UFPR05,camera1,0.478,256
SumFusion,Kyoto,UFPR05,camera1,0.476,512
SumFusion,Kyoto,UFPR05,camera1,0.479,1024
SumFusion,Kyoto,UFPR05,camera2,0.507,64
SumFusion,Kyoto,UFPR05,camera2,0.507,128
SumFusion,Kyoto,UFPR05,camera2,0.501,256
SumFusion,Kyoto,UFPR05,camera2,0.498,512
SumFusion,Kyoto,UFPR05,camera2,0.506,1024
SumFusion,Kyoto,UFPR05,camera3,0.502,64
SumFusion,Kyoto,UFPR05,camera3,0.503,128
SumFusion,Kyoto,UFPR05,camera3,0.5,256
SumFusion,Kyoto,UFPR05,camera3,0.494,512
SumFusion,Kyoto,UFPR05,camera3,0.5,1024
SumFusion,Kyoto,UFPR05,camera4,0.49,64
SumFusion,Kyoto,UFPR05,camera4,0.49,128
SumFusion,Kyoto,UFPR05,camera4,0.493,256
SumFusion,Kyoto,UFPR05,camera4,0.492,512
SumFusion,Kyoto,UFPR05,camera4,0.496,1024
SumFusion,Kyoto,UFPR05,camera5,0.496,64
SumFusion,Kyoto,UFPR05,camera5,0.493,128
SumFusion,Kyoto,UFPR05,camera5,0.497,256
SumFusion,Kyoto,UFPR05,camera5,0.497,512
SumFusion,Kyoto,UFPR05,camera5,0.497,1024
SumFusion,Kyoto,UFPR05,camera6,0.497,64
SumFusion,Kyoto,UFPR05,camera6,0.496,128
SumFusion,Kyoto,UFPR05,camera6,0.496,256
SumFusion,Kyoto,UFPR05,camera6,0.495,512
SumFusion,Kyoto,UFPR05,camera6,0.495,1024
SumFusion,Kyoto,UFPR05,camera7,0.527,64
SumFusion,Kyoto,UFPR05,camera7,0.527,128
SumFusion,Kyoto,UFPR05,camera7,0.523,256
SumFusion,Kyoto,UFPR05,camera7,0.522,512
SumFusion,Kyoto,UFPR05,camera7,0.522,1024
SumFusion,Kyoto,UFPR05,camera8,0.51,64
SumFusion,Kyoto,UFPR05,camera8,0.51,128
SumFusion,Kyoto,UFPR05,camera8,0.508,256
SumFusion,Kyoto,UFPR05,camera8,0.508,512
SumFusion,Kyoto,UFPR05,camera8,0.509,1024
SumFusion,Kyoto,UFPR05,camera9,0.495,64
SumFusion,Kyoto,UFPR05,camera9,0.492,128
SumFusion,Kyoto,UFPR05,camera9,0.499,256
SumFusion,Kyoto,UFPR05,camera9,0.5,512
SumFusion,Kyoto,UFPR05,camera9,0.496,1024
SumFusion,Kyoto,camera1,PUC,0.5,64
SumFusion,Kyoto,camera1,PUC,0.5,128
SumFusion,Kyoto,camera1,PUC,0.5,256
SumFusion,Kyoto,camera1,PUC,0.5,512
SumFusion,Kyoto,camera1,PUC,0.5,1024
SumFusion,Kyoto,camera1,UFPR04,0.508,64
SumFusion,Kyoto,camera1,UFPR04,0.504,128
SumFusion,Kyoto,camera1,UFPR04,0.502,256
SumFusion,Kyoto,camera1,UFPR04,0.505,512
SumFusion,Kyoto,camera1,UFPR04,0.496,1024
SumFusion,Kyoto,camera1,UFPR05,0.498,64
SumFusion,Kyoto,camera1,UFPR05,0.498,128
SumFusion,Kyoto,camera1,UFPR05,0.496,256
SumFusion,Kyoto,camera1,UFPR05,0.496,512
SumFusion,Kyoto,camera1,UFPR05,0.503,1024
SumFusion,Kyoto,camera1,camera1,0.901,64
SumFusion,Kyoto,camera1,camera1,0.924,128
SumFusion,Kyoto,camera1,camera1,0.933,256
SumFusion,Kyoto,camera1,camera1,0.941,512
SumFusion,Kyoto,camera1,camera1,0.954,1024
SumFusion,Kyoto,camera1,camera2,0.485,64
SumFusion,Kyoto,camera1,camera2,0.49,128
SumFusion,Kyoto,camera1,camera2,0.493,256
SumFusion,Kyoto,camera1,camera2,0.488,512
SumFusion,Kyoto,camera1,camera2,0.491,1024
SumFusion,Kyoto,camera1,camera3,0.499,64
SumFusion,Kyoto,camera1,camera3,0.503,128
SumFusion,Kyoto,camera1,camera3,0.499,256
SumFusion,Kyoto,camera1,camera3,0.5,512
SumFusion,Kyoto,camera1,camera3,0.498,1024
SumFusion,Kyoto,camera1,camera4,0.499,64
SumFusion,Kyoto,camera1,camera4,0.499,128
SumFusion,Kyoto,camera1,camera4,0.499,256
SumFusion,Kyoto,camera1,camera4,0.498,512
SumFusion,Kyoto,camera1,camera4,0.497,1024
SumFusion,Kyoto,camera1,camera5,0.499,64
SumFusion,Kyoto,camera1,camera5,0.501,128
SumFusion,Kyoto,camera1,camera5,0.499,256
SumFusion,Kyoto,camera1,camera5,0.497,512
SumFusion,Kyoto,camera1,camera5,0.496,1024
SumFusion,Kyoto,camera1,camera6,0.494,64
SumFusion,Kyoto,camera1,camera6,0.493,128
SumFusion,Kyoto,camera1,camera6,0.493,256
SumFusion,Kyoto,camera1,camera6,0.492,512
SumFusion,Kyoto,camera1,camera6,0.494,1024
SumFusion,Kyoto,camera1,camera7,0.509,64
SumFusion,Kyoto,camera1,camera7,0.505,128
SumFusion,Kyoto,camera1,camera7,0.505,256
SumFusion,Kyoto,camera1,camera7,0.508,512
SumFusion,Kyoto,camera1,camera7,0.506,1024
SumFusion,Kyoto,camera1,camera8,0.503,64
SumFusion,Kyoto,camera1,camera8,0.5,128
SumFusion,Kyoto,camera1,camera8,0.503,256
SumFusion,Kyoto,camera1,camera8,0.503,512
SumFusion,Kyoto,camera1,camera8,0.504,1024
SumFusion,Kyoto,camera1,camera9,0.506,64
SumFusion,Kyoto,camera1,camera9,0.51,128
SumFusion,Kyoto,camera1,camera9,0.507,256
SumFusion,Kyoto,camera1,camera9,0.506,512
SumFusion,Kyoto,camera1,camera9,0.509,1024
SumFusion,Kyoto,camera2,PUC,0.5,64
SumFusion,Kyoto,camera2,PUC,0.5,128
SumFusion,Kyoto,camera2,PUC,0.501,256
SumFusion,Kyoto,camera2,PUC,0.5,512
SumFusion,Kyoto,camera2,PUC,0.5,1024
SumFusion,Kyoto,camera2,UFPR04,0.53,64
SumFusion,Kyoto,camera2,UFPR04,0.53,128
SumFusion,Kyoto,camera2,UFPR04,0.523,256
SumFusion,Kyoto,camera2,UFPR04,0.516,512
SumFusion,Kyoto,camera2,UFPR04,0.505,1024
SumFusion,Kyoto,camera2,UFPR05,0.47,64
SumFusion,Kyoto,camera2,UFPR05,0.486,128
SumFusion,Kyoto,camera2,UFPR05,0.492,256
SumFusion,Kyoto,camera2,UFPR05,0.498,512
